colony,group,day,development,experimental_repeat
A,exposed,12,0,2
A,exposed,12,1,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,1,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,exposed,12,0,2
A,unexposed,12,1,2
A,unexposed,12,0,2
A,unexposed,12,1,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,1,2
A,unexposed,12,1,2
A,unexposed,12,0,2
A,unexposed,12,1,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,1,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
A,unexposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,1,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,exposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,1,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,1,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,0,2
B,unexposed,12,1,2
B,unexposed,12,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,1,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,exposed,13,0,2
A,unexposed,13,1,2
A,unexposed,13,0,2
A,unexposed,13,1,2
A,unexposed,13,0,2
A,unexposed,13,0,2
A,unexposed,13,0,2
A,unexposed,13,0,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,0,2
A,unexposed,13,1,2
A,unexposed,13,0,2
A,unexposed,13,0,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,1,2
A,unexposed,13,0,2
A,unexposed,13,0,2
A,unexposed,13,0,2
A,unexposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,0,2
B,exposed,13,1,2
B,exposed,13,0,2
B,exposed,13,0,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,0,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,1,2
B,unexposed,13,0,2
B,unexposed,13,1,2
B,unexposed,13,1,2
