colony,day_removed,id,oocysts,par_presence,experimental_repeat
B,11,A11,122,1,4
B,11,A12,0,0,4
B,11,B1,0,0,4
B,11,B2,0,0,4
B,11,B3,4,1,4
B,11,B4,0,0,4
B,11,B5,0,0,4
B,11,B6,0,0,4
B,11,B7,0,0,4
B,11,B8,0,0,4
B,11,B9,0,0,4
B,11,B10,0,0,4
B,11,B11,188,1,4
B,11,B12,0,0,4
B,11,C1,0,0,4
B,11,C2,0,0,4
B,11,C3,0,0,4
B,11,C4,1,1,4
B,11,C5,0,0,4
B,11,C6,0,0,4
B,11,C7,0,0,4
B,11,C8,0,0,4
B,11,C9,0,0,4
B,11,C10,0,0,4
B,11,C11,0,0,4
B,11,C12,28,1,4
B,11,D1,0,0,4
B,11,D2,0,0,4
B,11,D3,0,0,4
B,11,D4,0,0,4
B,11,D5,0,0,4
B,11,D6,0,0,4
B,11,D7,0,0,4
B,11,D8,0,0,4
B,11,D9,0,0,4
B,11,D10,7,1,4
B,11,D11,0,0,4
B,11,D12,0,0,4
B,11,E1,0,0,4
B,11,E2,0,0,4
B,11,E3,0,0,4
B,11,E4,0,0,4
B,11,E5,0,0,4
B,11,E6,0,0,4
B,11,E7,0,0,4
B,11,E8,0,0,4
B,11,E9,0,0,4
B,11,E10,0,0,4
B,11,E11,0,0,4
B,11,E12,0,0,4
B,11,F1,0,0,4
B,11,F2,0,0,4
B,11,F3,0,0,4
B,11,F4,0,0,4
B,11,F5,0,0,4
B,11,F6,0,0,4
B,11,F7,0,0,4
B,11,F8,0,0,4
B,11,F9,0,0,4
B,11,F10,0,0,4
B,11,F11,0,0,4
B,11,F12,0,0,4
B,11,G1,0,0,4
B,11,G2,0,0,4
B,11,G3,0,0,4
B,11,G4,0,0,4
B,11,G5,0,0,4
B,11,G6,0,0,4
B,11,G7,0,0,4
B,11,G8,0,0,4
B,11,G9,0,0,4
B,11,G10,0,0,4
B,11,G11,0,0,4
B,11,G12,0,0,4
B,11,H1,0,0,4
B,11,H2,0,0,4
B,11,H3,0,0,4
B,11,H4,0,0,4
B,11,H5,0,0,4
B,11,H6,0,0,4
B,11,H7,0,0,4
B,11,H8,0,0,4
B,11,H9,0,0,4
B,11,H10,0,0,4
B,11,H11,0,0,4
B,11,H12,0,0,4
A,9,A1,0,0,5
A,9,A2,0,0,5
A,9,A3,0,0,5
A,9,A4,0,0,5
A,9,A5,0,0,5
A,9,A6,1,1,5
A,9,A7,1,1,5
A,9,A8,0,0,5
A,9,A9,0,0,5
A,9,A10,5,1,5
A,9,A11,0,0,5
A,9,A12,0,0,5
A,9,B1,0,0,5
A,9,B2,1,1,5
A,9,B3,1,1,5
A,9,B4,2,1,5
A,9,B5,2,1,5
A,9,B6,0,0,5
A,9,B7,0,0,5
A,9,B8,0,0,5
A,9,B9,0,0,5
A,9,B10,0,0,5
A,9,B11,0,0,5
A,9,B12,0,0,5
A,9,C1,1,1,5
A,9,C2,0,0,5
A,9,C3,0,0,5
A,9,C4,0,0,5
A,9,C5,0,0,5
A,9,C6,0,0,5
A,9,C7,0,0,5
A,9,C8,0,0,5
A,9,C9,0,0,5
A,9,C10,1,1,5
A,9,C11,0,0,5
A,9,C12,0,0,5
A,9,D1,0,0,5
A,9,D2,5,1,5
A,9,D3,0,0,5
A,9,D4,0,0,5
A,9,D5,0,0,5
A,9,D6,3,1,5
A,9,D7,0,0,5
A,9,D8,0,0,5
A,9,D9,1,1,5
A,9,D10,0,0,5
A,9,D11,0,0,5
A,9,D12,0,0,5
A,9,E1,0,0,5
A,9,E2,0,0,5
A,9,E3,1,1,5
A,9,E4,0,0,5
A,9,E5,0,0,5
A,9,E6,0,0,5
A,9,E7,0,0,5
A,9,E8,2,1,5
A,9,E9,0,0,5
A,9,E10,0,0,5
A,9,E11,0,0,5
A,9,E12,0,0,5
A,9,F1,3,1,5
A,9,F2,0,0,5
A,9,F3,0,0,5
A,9,F4,0,0,5
A,9,F5,0,0,5
A,9,F6,0,0,5
A,9,F7,0,0,5
A,9,F8,0,0,5
A,9,F9,0,0,5
A,9,F10,5,1,5
A,9,F11,0,0,5
A,9,F12,13,1,5
A,9,G1,0,0,5
A,9,G2,0,0,5
A,9,G3,0,0,5
A,9,G4,0,0,5
A,9,G5,0,0,5
A,9,G6,0,0,5
A,9,G7,0,0,5
A,9,G8,0,0,5
A,9,G9,0,0,5
A,9,G10,0,0,5
A,9,G11,0,0,5
A,9,G12,0,0,5
A,9,H1,0,0,5
A,9,H2,0,0,5
A,9,H3,0,0,5
A,9,H4,0,0,5
A,9,H5,0,0,5
A,9,H6,0,0,5
A,9,H7,10,1,5
A,9,H8,0,0,5
A,9,H9,0,0,5
A,9,H10,0,0,5
A,9,H11,0,0,5
A,9,H12,6,1,5
B,9,A1,0,0,5
B,9,A2,0,0,5
B,9,A3,0,0,5
B,9,A4,0,0,5
B,9,A5,0,0,5
B,9,A6,0,0,5
B,9,A7,0,0,5
B,9,A8,1,1,5
B,9,A9,0,0,5
B,9,A10,0,0,5
B,9,A11,0,0,5
B,9,A12,0,0,5
B,9,B1,0,0,5
B,9,B2,0,0,5
B,9,B3,0,0,5
B,9,B4,2,1,5
B,9,B5,0,0,5
B,9,B6,0,0,5
B,9,B7,0,0,5
B,9,B8,0,0,5
B,9,B9,1,1,5
B,9,B10,0,0,5
B,9,B11,40,1,5
B,9,B12,0,0,5
B,9,C1,0,0,5
B,9,C2,0,0,5
B,9,C3,1,1,5
B,9,C4,0,0,5
B,9,C5,0,0,5
B,9,C6,0,0,5
B,9,C7,0,0,5
B,9,C8,0,0,5
B,9,C9,2,1,5
B,9,C10,0,0,5
B,9,C11,1,1,5
B,9,C12,0,0,5
B,9,D1,0,0,5
B,9,D2,0,0,5
B,9,D3,0,0,5
B,9,D4,1,1,5
B,9,D5,5,1,5
B,9,D6,0,0,5
B,9,D7,0,0,5
B,9,D8,1,1,5
B,9,D9,0,0,5
B,9,D10,0,0,5
B,9,D11,0,0,5
B,9,D12,0,0,5
B,9,E1,1,1,5
B,9,E2,0,0,5
B,9,E3,0,0,5
B,9,E4,15,1,5
B,9,E5,0,0,5
B,9,E6,0,0,5
B,9,E7,0,0,5
B,9,E8,0,0,5
B,9,E9,0,0,5
B,9,E10,0,0,5
B,9,E11,0,0,5
B,9,E12,1,1,5
B,9,F1,0,0,5
B,9,F2,0,0,5
B,9,F3,0,0,5
B,9,F4,40,1,5
B,9,F5,0,0,5
B,9,F6,0,0,5
B,9,F7,0,0,5
B,9,F8,0,0,5
B,9,F9,0,0,5
B,9,F10,0,0,5
B,9,F11,4,1,5
B,9,F12,0,0,5
B,9,G1,8,1,5
B,9,G2,10,1,5
B,9,G3,6,1,5
B,9,G4,0,0,5
B,9,G5,0,0,5
B,9,G6,0,0,5
B,9,G7,0,0,5
B,9,G8,0,0,5
B,9,G9,0,0,5
B,9,G10,0,0,5
B,9,G11,0,0,5
B,9,G12,6,1,5
B,9,H1,0,0,5
B,9,H2,0,0,5
B,9,H3,2,1,5
B,9,H4,1,1,5
B,9,H5,0,0,5
B,9,H6,0,0,5
B,9,H7,0,0,5
B,9,H8,0,0,5
B,9,H9,0,0,5
B,9,H10,27,1,5
B,9,H11,7,1,5
B,9,H12,0,0,5
B,10,A1,0,0,5
B,10,A2,0,0,5
B,10,A3,0,0,5
B,10,A4,0,0,5
B,10,A5,0,0,5
B,10,A6,4,1,5
B,10,A7,0,0,5
B,10,A8,0,0,5
B,10,A9,0,0,5
B,10,A10,0,0,5
B,10,A11,2,1,5
B,10,A12,2,1,5
B,10,B1,0,0,5
B,10,B2,0,0,5
B,10,B3,0,0,5
B,10,B4,1,1,5
B,10,B5,1,1,5
B,10,B6,0,0,5
B,10,B7,15,1,5
B,10,B8,0,0,5
B,10,B9,1,1,5
B,10,B10,0,0,5
B,10,B11,2,1,5
B,10,B12,2,1,5
B,10,C1,2,1,5
B,10,C2,3,1,5
B,10,C3,0,0,5
B,10,C4,4,1,5
B,10,C5,0,0,5
B,10,C6,0,0,5
B,10,C7,2,1,5
B,10,C8,8,1,5
B,10,C9,0,0,5
B,10,C10,1,1,5
B,10,C11,1,1,5
B,10,C12,0,0,5
B,10,D1,0,0,5
B,10,D2,0,0,5
B,10,D3,0,0,5
B,10,D4,0,0,5
B,10,D5,0,0,5
B,10,D6,0,0,5
B,10,D7,0,0,5
B,10,D8,0,0,5
B,10,D9,1,1,5
B,10,D10,0,0,5
B,10,D11,0,0,5
B,10,D12,5,1,5
B,10,E1,0,0,5
B,10,E2,0,0,5
B,10,E3,0,0,5
B,10,E4,3,1,5
B,10,E5,0,0,5
B,10,E6,0,0,5
B,10,E7,0,0,5
B,10,E8,2,1,5
B,10,E9,3,1,5
B,10,E10,6,1,5
B,10,E11,6,1,5
B,10,E12,0,0,5
B,10,F1,9,1,5
B,10,F2,0,0,5
B,10,F3,0,0,5
B,10,F4,0,0,5
B,10,F5,0,0,5
B,10,F6,0,0,5
B,10,F7,0,0,5
B,10,F8,16,1,5
B,10,F9,0,0,5
B,10,F10,0,0,5
B,10,F11,0,0,5
B,10,F12,4,1,5
B,10,G1,0,0,5
B,10,G2,0,0,5
B,10,G3,0,0,5
B,10,G4,0,0,5
B,10,G5,0,0,5
B,10,G6,1,1,5
B,10,G7,0,0,5
B,10,G8,0,0,5
B,10,G9,0,0,5
B,10,G10,0,0,5
B,10,G11,12,1,5
B,10,G12,0,0,5
B,10,H1,8,1,5
B,10,H2,0,0,5
B,10,H3,0,0,5
B,10,H4,0,0,5
B,10,H5,0,0,5
B,10,H6,0,0,5
B,10,H7,0,0,5
B,10,H8,0,0,5
B,10,H9,0,0,5
B,10,H10,0,0,5
B,10,H11,0,0,5
B,10,H12,1,1,5
A,10,A1,0,0,5
A,10,A2,0,0,5
A,10,A3,0,0,5
A,10,A4,0,0,5
A,10,A5,2,1,5
A,10,A6,0,0,5
A,10,A7,0,0,5
A,10,A8,0,0,5
A,10,A9,0,0,5
A,10,A10,0,0,5
A,10,A11,0,0,5
A,10,A12,0,0,5
A,10,B1,0,0,5
A,10,B2,0,0,5
A,10,B3,0,0,5
A,10,B4,0,0,5
A,10,B5,0,0,5
A,10,B6,0,0,5
A,10,B7,0,0,5
A,10,B8,0,0,5
A,10,B9,0,0,5
A,10,B10,0,0,5
A,10,B11,0,0,5
A,10,B12,0,0,5
A,10,C1,0,0,5
A,10,C2,0,0,5
A,10,C3,0,0,5
A,10,C4,0,0,5
A,10,C5,0,0,5
A,10,C6,0,0,5
A,10,C7,0,0,5
A,10,C8,0,0,5
A,10,C9,0,0,5
A,10,C10,0,0,5
A,10,C11,0,0,5
A,10,C12,0,0,5
A,10,D1,0,0,5
A,10,D2,0,0,5
A,10,D3,0,0,5
A,10,D4,0,0,5
A,10,D5,0,0,5
A,10,D6,0,0,5
A,10,D7,0,0,5
A,10,D8,0,0,5
A,10,D9,0,0,5
A,10,D10,0,0,5
A,10,D11,0,0,5
A,10,D12,0,0,5
A,10,E1,0,0,5
A,10,E2,0,0,5
A,10,E3,0,0,5
A,10,E4,0,0,5
A,10,E5,0,0,5
A,10,E6,2,1,5
A,10,E7,0,0,5
A,10,E8,1,1,5
A,10,E9,0,0,5
A,10,E10,0,0,5
A,10,E11,0,0,5
A,10,E12,0,0,5
A,10,F1,0,0,5
A,10,F2,0,0,5
A,10,F3,0,0,5
A,10,F4,1,1,5
A,10,F5,0,0,5
A,10,F6,0,0,5
A,10,F7,0,0,5
A,10,F8,0,0,5
A,10,F9,0,0,5
A,10,F10,0,0,5
A,10,F11,0,0,5
A,10,F12,0,0,5
A,10,G1,0,0,5
A,10,G2,0,0,5
A,10,G3,0,0,5
A,10,G4,0,0,5
A,10,G5,0,0,5
A,10,G6,0,0,5
A,10,G7,0,0,5
A,10,G8,0,0,5
A,10,G9,0,0,5
A,10,G10,0,0,5
A,10,G11,0,0,5
A,10,G12,0,0,5
A,10,H1,0,0,5
A,10,H2,0,0,5
A,10,H3,0,0,5
A,10,H4,0,0,5
A,10,H5,0,0,5
A,10,H6,0,0,5
A,10,H7,0,0,5
A,10,H8,0,0,5
A,10,H9,0,0,5
A,10,H10,0,0,5
A,10,H11,0,0,5
A,10,H12,0,0,5
A,11,A1,0,0,5
A,11,A2,0,0,5
A,11,A3,0,0,5
A,11,A4,0,0,5
A,11,A5,0,0,5
A,11,A6,0,0,5
A,11,A7,0,0,5
A,11,A8,0,0,5
A,11,A9,0,0,5
A,11,A10,0,0,5
A,11,A11,0,0,5
A,11,A12,0,0,5
A,11,B1,0,0,5
A,11,B2,0,0,5
A,11,B3,0,0,5
A,11,B4,0,0,5
A,11,B5,0,0,5
A,11,B6,0,0,5
A,11,B7,14,1,5
A,11,B8,0,0,5
A,11,B9,0,0,5
A,11,B10,0,0,5
A,11,B11,0,0,5
A,11,B12,0,0,5
A,11,C1,0,0,5
A,11,C2,0,0,5
A,11,C3,0,0,5
A,11,C4,0,0,5
A,11,C5,0,0,5
A,11,C6,0,0,5
A,11,C7,0,0,5
A,11,C8,1,1,5
A,11,C9,1,1,5
A,11,C10,0,0,5
A,11,C11,1,1,5
A,11,C12,1,1,5
A,11,D1,0,0,5
A,11,D2,0,0,5
A,11,D3,0,0,5
A,11,D4,0,0,5
A,11,D5,0,0,5
A,11,D6,48,1,5
A,11,D7,0,0,5
A,11,D8,0,0,5
A,11,D9,0,0,5
A,11,D10,1,1,5
A,11,D11,0,0,5
A,11,D12,0,0,5
A,11,E1,0,0,5
A,11,E2,0,0,5
A,11,E3,0,0,5
A,11,E4,0,0,5
A,11,E5,0,0,5
A,11,E6,0,0,5
A,11,E7,0,0,5
A,11,E8,3,1,5
A,11,E9,0,0,5
A,11,E10,0,0,5
A,11,E11,0,0,5
A,11,E12,0,0,5
A,11,F1,0,0,5
A,11,F2,0,0,5
A,11,F3,0,0,5
A,11,F4,0,0,5
A,11,F5,0,0,5
A,11,F6,0,0,5
A,11,F7,0,0,5
A,11,F8,0,0,5
A,11,F9,18,1,5
A,11,F10,0,0,5
A,11,F11,0,0,5
A,11,F12,2,1,5
A,11,G1,0,0,5
A,11,G2,0,0,5
A,11,G3,0,0,5
A,11,G4,0,0,5
A,11,G5,0,0,5
A,11,G6,30,1,5
A,11,G7,0,0,5
A,11,G8,1,1,5
A,11,G9,0,0,5
A,11,G10,0,0,5
A,11,G11,0,0,5
A,11,G12,0,0,5
A,11,H1,0,0,5
A,11,H2,0,0,5
A,11,H3,0,0,5
A,11,H4,0,0,5
A,11,H5,0,0,5
A,11,H6,0,0,5
A,11,H7,0,0,5
A,11,H8,0,0,5
A,11,H9,0,0,5
A,11,H10,0,0,5
A,11,H11,0,0,5
A,11,H12,0,0,5
B,11,A1,0,0,5
B,11,A2,0,0,5
B,11,A3,0,0,5
B,11,A4,0,0,5
B,11,A5,0,0,5
B,11,A6,24,1,5
B,11,A7,0,0,5
B,11,A8,0,0,5
B,11,A9,0,0,5
B,11,A10,0,0,5
B,11,A11,0,0,5
B,11,A12,0,0,5
B,11,B1,0,0,5
B,11,B2,0,0,5
B,11,B3,0,0,5
B,11,B4,0,0,5
B,11,B5,1,1,5
B,11,B6,0,0,5
B,11,B7,0,0,5
B,11,B8,0,0,5
B,11,B9,1,1,5
B,11,B10,1,1,5
B,11,B11,0,0,5
B,11,B12,0,0,5
B,11,C1,14,1,5
B,11,C2,2,1,5
B,11,C3,0,0,5
B,11,C4,0,0,5
B,11,C5,0,0,5
B,11,C6,8,1,5
B,11,C7,1,1,5
B,11,C8,0,0,5
B,11,C9,0,0,5
B,11,C10,0,0,5
B,11,C11,0,0,5
B,11,C12,0,0,5
B,11,D1,4,1,5
B,11,D2,15,1,5
B,11,D3,0,0,5
B,11,D4,0,0,5
B,11,D5,40,1,5
B,11,D6,0,0,5
B,11,D7,0,0,5
B,11,D8,0,0,5
B,11,D9,0,0,5
B,11,D10,33,1,5
B,11,D11,0,0,5
B,11,D12,0,0,5
B,11,E1,19,1,5
B,11,E2,0,0,5
B,11,E3,0,0,5
B,11,E4,0,0,5
B,11,E5,65,1,5
B,11,E6,0,0,5
B,11,E7,0,0,5
B,11,E8,0,0,5
B,11,E9,0,0,5
B,11,E10,0,0,5
B,11,E11,0,0,5
B,11,E12,0,0,5
B,11,F1,0,0,5
B,11,F2,4,1,5
B,11,F3,0,0,5
B,11,F4,4,1,5
B,11,F5,0,0,5
B,11,F6,11,1,5
B,11,F7,12,1,5
B,11,F8,0,0,5
B,11,F9,0,0,5
B,11,F10,0,0,5
B,11,F11,0,0,5
B,11,F12,3,1,5
B,11,G1,1,1,5
B,11,G2,0,0,5
B,11,G3,0,0,5
B,11,G4,12,1,5
B,11,G5,0,0,5
B,11,G6,0,0,5
B,11,G7,0,0,5
B,11,G8,0,0,5
B,11,G9,0,0,5
B,11,G10,10,1,5
B,11,G11,0,0,5
B,11,G12,0,0,5
B,11,H1,14,1,5
B,11,H2,0,0,5
B,11,H3,0,0,5
B,11,H4,0,0,5
B,11,H5,0,0,5
B,11,H6,1,1,5
B,11,H7,0,0,5
B,11,H8,0,0,5
B,11,H9,0,0,5
B,11,H10,0,0,5
B,11,H11,0,0,5
B,11,H12,61,1,5
B,5,A1,0,0,6
B,5,A2,6,1,6
B,5,A3,3,1,6
B,5,A4,0,0,6
B,5,A5,0,0,6
B,5,A6,0,0,6
B,5,A7,0,0,6
B,5,A8,0,0,6
B,5,A9,0,0,6
B,5,A10,0,0,6
B,5,A11,0,0,6
B,5,A12,1,1,6
B,5,B1,0,0,6
B,5,B2,0,0,6
B,5,B3,0,0,6
B,5,B4,2,1,6
B,5,B5,0,0,6
B,5,B6,0,0,6
B,5,B7,0,0,6
B,5,B8,0,0,6
B,5,B9,0,0,6
B,5,B10,1,1,6
B,5,B11,0,0,6
B,5,B12,0,0,6
B,5,C1,1,1,6
B,5,C2,0,0,6
B,5,C3,0,0,6
B,5,C4,0,0,6
B,5,C5,1,1,6
B,5,C6,0,0,6
B,5,C7,0,0,6
B,5,C8,0,0,6
B,5,C9,0,0,6
B,5,C10,0,0,6
B,5,C11,0,0,6
B,5,C12,0,0,6
B,5,D1,0,0,6
B,5,D2,0,0,6
B,5,D3,0,0,6
B,5,D4,0,0,6
B,5,D5,0,0,6
B,5,D6,0,0,6
B,5,D7,0,0,6
B,5,D8,0,0,6
B,5,D9,0,0,6
B,5,D10,0,0,6
B,5,D11,0,0,6
B,5,D12,1,1,6
B,5,E1,0,0,6
B,5,E2,1,1,6
B,5,E3,0,0,6
B,5,E4,0,0,6
B,5,E5,0,0,6
B,5,E6,0,0,6
B,5,E7,0,0,6
B,5,E8,0,0,6
B,5,E9,0,0,6
B,5,E10,2,1,6
B,5,E11,0,0,6
B,5,E12,0,0,6
B,5,F1,0,0,6
B,5,F2,1,1,6
B,5,F3,0,0,6
B,5,F4,0,0,6
B,5,F5,0,0,6
B,5,F6,0,0,6
B,5,F7,0,0,6
B,5,F8,0,0,6
B,5,F9,0,0,6
B,5,F10,0,0,6
B,5,F11,0,0,6
B,5,F12,0,0,6
B,5,G1,0,0,6
B,5,G2,0,0,6
B,5,G3,0,0,6
B,5,G4,0,0,6
B,5,G5,0,0,6
B,5,G6,0,0,6
B,5,G7,0,0,6
B,5,G8,0,0,6
B,5,G9,0,0,6
B,5,G10,0,0,6
B,5,G11,0,0,6
B,5,G12,1,1,6
B,5,H1,0,0,6
B,5,H2,0,0,6
B,5,H3,0,0,6
B,5,H4,0,0,6
B,5,H5,0,0,6
B,5,H6,0,0,6
B,5,H7,0,0,6
B,5,H8,0,0,6
B,5,H9,0,0,6
B,5,H10,0,0,6
B,5,H11,0,0,6
B,5,H12,0,0,6
A,5,A1,0,0,6
A,5,A2,0,0,6
A,5,A3,0,0,6
A,5,A4,0,0,6
A,5,A5,0,0,6
A,5,A6,4,1,6
A,5,A7,0,0,6
A,5,A8,8,1,6
A,5,A9,0,0,6
A,5,A10,0,0,6
A,5,A11,1,1,6
A,5,A12,0,0,6
A,5,B1,0,0,6
A,5,B2,3,1,6
A,5,B3,0,0,6
A,5,B4,0,0,6
A,5,B5,0,0,6
A,5,B6,0,0,6
A,5,B7,0,0,6
A,5,B8,0,0,6
A,5,B9,0,0,6
A,5,B10,0,0,6
A,5,B11,0,0,6
A,5,B12,0,0,6
A,5,C1,0,0,6
A,5,C2,0,0,6
A,5,C3,1,1,6
A,5,C4,0,0,6
A,5,C5,1,1,6
A,5,C6,0,0,6
A,5,C7,0,0,6
A,5,C8,0,0,6
A,5,C9,0,0,6
A,5,C10,2,1,6
A,5,C11,0,0,6
A,5,C12,0,0,6
A,5,D1,0,0,6
A,5,D2,0,0,6
A,5,D3,0,0,6
A,5,D4,0,0,6
A,5,D5,0,0,6
A,5,D6,1,1,6
A,5,D7,0,0,6
A,5,D8,0,0,6
A,5,D9,0,0,6
A,5,D10,0,0,6
A,5,D11,0,0,6
A,5,D12,0,0,6
A,5,E1,0,0,6
A,5,E2,0,0,6
A,5,E3,0,0,6
A,5,E4,0,0,6
A,5,E5,1,1,6
A,5,E6,0,0,6
A,5,E7,0,0,6
A,5,E8,0,0,6
A,5,E9,1,1,6
A,5,E10,0,0,6
A,5,E11,0,0,6
A,5,E12,0,0,6
A,5,F1,0,0,6
A,5,F2,0,0,6
A,5,F3,0,0,6
A,5,F4,0,0,6
A,5,F5,0,0,6
A,5,F6,1,1,6
A,5,F7,1,1,6
A,5,F8,0,0,6
A,5,F9,0,0,6
A,5,F10,0,0,6
A,5,F11,0,0,6
A,5,F12,0,0,6
A,5,G1,0,0,6
A,5,G2,0,0,6
A,5,G3,0,0,6
A,5,G4,0,0,6
A,5,G5,0,0,6
A,5,G6,0,0,6
A,5,G7,0,0,6
A,5,G8,0,0,6
A,5,G9,12,1,6
A,5,G10,0,0,6
A,5,G11,0,0,6
A,5,G12,0,0,6
A,5,H1,0,0,6
A,5,H2,0,0,6
A,5,H3,0,0,6
A,5,H4,0,0,6
A,5,H5,0,0,6
A,5,H6,0,0,6
A,5,H7,0,0,6
A,5,H8,0,0,6
A,5,H9,0,0,6
A,5,H10,0,0,6
A,5,H11,0,0,6
A,5,H12,0,0,6
A,6,A1,1,1,6
A,6,A2,0,0,6
A,6,A3,0,0,6
A,6,A4,0,0,6
A,6,A5,0,0,6
A,6,A6,0,0,6
A,6,A7,0,0,6
A,6,A8,0,0,6
A,6,A9,0,0,6
A,6,A10,0,0,6
A,6,A11,0,0,6
A,6,A12,0,0,6
A,6,B1,0,0,6
A,6,B2,0,0,6
A,6,B3,0,0,6
A,6,B4,0,0,6
A,6,B5,0,0,6
A,6,B6,0,0,6
A,6,B7,0,0,6
A,6,B8,0,0,6
A,6,B9,0,0,6
A,6,B10,0,0,6
A,6,B11,0,0,6
A,6,B12,0,0,6
A,6,C1,0,0,6
A,6,C2,0,0,6
A,6,C3,0,0,6
A,6,C4,0,0,6
A,6,C5,11,1,6
A,6,C6,0,0,6
A,6,C7,0,0,6
A,6,C8,0,0,6
A,6,C9,0,0,6
A,6,C10,0,0,6
A,6,C11,0,0,6
A,6,C12,0,0,6
A,6,D1,0,0,6
A,6,D2,0,0,6
A,6,D3,0,0,6
A,6,D4,0,0,6
A,6,D5,0,0,6
A,6,D6,28,1,6
A,6,D7,0,0,6
A,6,D8,0,0,6
A,6,D9,0,0,6
A,6,D10,6,1,6
A,6,D11,0,0,6
A,6,D12,0,0,6
A,6,E1,0,0,6
A,6,E2,0,0,6
A,6,E3,0,0,6
A,6,E4,1,1,6
A,6,E5,0,0,6
A,6,E6,0,0,6
A,6,E7,0,0,6
A,6,E8,0,0,6
A,6,E9,0,0,6
A,6,E10,0,0,6
A,6,E11,0,0,6
A,6,E12,0,0,6
A,6,F1,0,0,6
A,6,F2,0,0,6
A,6,F3,0,0,6
A,6,F4,0,0,6
A,6,F5,0,0,6
A,6,F6,0,0,6
A,6,F7,68,1,6
A,6,F8,0,0,6
A,6,F9,0,0,6
A,6,F10,0,0,6
A,6,F11,0,0,6
A,6,F12,0,0,6
A,6,G1,0,0,6
A,6,G2,0,0,6
A,6,G3,0,0,6
A,6,G4,0,0,6
A,6,G5,0,0,6
A,6,G6,0,0,6
A,6,G7,2,1,6
A,6,G8,0,0,6
A,6,G9,0,0,6
A,6,G10,0,0,6
A,6,G11,0,0,6
A,6,G12,0,0,6
A,6,H1,0,0,6
A,6,H2,0,0,6
A,6,H3,0,0,6
A,6,H4,0,0,6
A,6,H5,0,0,6
A,6,H6,0,0,6
A,6,H7,0,0,6
A,6,H8,0,0,6
A,6,H9,0,0,6
A,6,H10,0,0,6
A,6,H11,0,0,6
A,6,H12,0,0,6
B,6,A1,0,0,6
B,6,A2,0,0,6
B,6,A3,0,0,6
B,6,A4,0,0,6
B,6,A5,0,0,6
B,6,A6,0,0,6
B,6,A7,0,0,6
B,6,A8,1,1,6
B,6,A9,0,0,6
B,6,A10,0,0,6
B,6,A11,0,0,6
B,6,A12,0,0,6
B,6,B1,0,0,6
B,6,B2,0,0,6
B,6,B3,0,0,6
B,6,B4,0,0,6
B,6,B5,0,0,6
B,6,B6,0,0,6
B,6,B7,0,0,6
B,6,B8,0,0,6
B,6,B9,0,0,6
B,6,B10,0,0,6
B,6,B11,2,1,6
B,6,B12,0,0,6
B,6,C1,0,0,6
B,6,C2,0,0,6
B,6,C3,0,0,6
B,6,C4,0,0,6
B,6,C5,0,0,6
B,6,C6,0,0,6
B,6,C7,0,0,6
B,6,C8,0,0,6
B,6,C9,0,0,6
B,6,C10,0,0,6
B,6,C11,0,0,6
B,6,C12,3,1,6
B,6,D1,0,0,6
B,6,D2,0,0,6
B,6,D3,0,0,6
B,6,D4,0,0,6
B,6,D5,0,0,6
B,6,D6,0,0,6
B,6,D7,0,0,6
B,6,D8,0,0,6
B,6,D9,0,0,6
B,6,D10,0,0,6
B,6,D11,0,0,6
B,6,D12,0,0,6
B,6,E1,0,0,6
B,6,E2,0,0,6
B,6,E3,0,0,6
B,6,E4,0,0,6
B,6,E5,0,0,6
B,6,E6,0,0,6
B,6,E7,0,0,6
B,6,E8,0,0,6
B,6,E9,0,0,6
B,6,E10,0,0,6
B,6,E11,0,0,6
B,6,E12,0,0,6
B,6,F1,0,0,6
B,6,F2,0,0,6
B,6,F3,0,0,6
B,6,F4,0,0,6
B,6,F5,0,0,6
B,6,F6,0,0,6
B,6,F7,0,0,6
B,6,F8,0,0,6
B,6,F9,0,0,6
B,6,F10,0,0,6
B,6,F11,0,0,6
B,6,F12,0,0,6
B,6,G1,0,0,6
B,6,G2,0,0,6
B,6,G3,0,0,6
B,6,G4,0,0,6
B,6,G5,0,0,6
B,6,G6,0,0,6
B,6,G7,0,0,6
B,6,G8,0,0,6
B,6,G9,0,0,6
B,6,G10,0,0,6
B,6,G11,0,0,6
B,6,G12,0,0,6
B,6,H1,0,0,6
B,6,H2,0,0,6
B,6,H3,0,0,6
B,6,H4,0,0,6
B,6,H5,0,0,6
B,6,H6,0,0,6
B,6,H7,0,0,6
B,6,H8,0,0,6
B,6,H9,0,0,6
B,6,H10,0,0,6
B,6,H11,0,0,6
B,6,H12,0,0,6
B,7,A1,0,0,6
B,7,A2,13,1,6
B,7,A3,0,0,6
B,7,A4,0,0,6
B,7,A5,0,0,6
B,7,A6,0,0,6
B,7,A7,0,0,6
B,7,A8,0,0,6
B,7,A9,0,0,6
B,7,A10,0,0,6
B,7,A11,0,0,6
B,7,A12,0,0,6
B,7,B1,0,0,6
B,7,B2,0,0,6
B,7,B3,22,1,6
B,7,B4,0,0,6
B,7,B5,0,1,6
B,7,B6,0,0,6
B,7,B7,0,0,6
B,7,B8,0,0,6
B,7,B9,0,0,6
B,7,B10,0,0,6
B,7,B11,0,0,6
B,7,B12,0,0,6
B,7,C1,0,0,6
B,7,C2,0,0,6
B,7,C3,0,0,6
B,7,C4,0,0,6
