"colony","group","day_removed","day_dissected","id","trophont","gamont","gut_gametocyst","par_presence","experimental_repeat"
"B","control",7,9,"D2","bad_dissection","bad_dissection","bad_dissection","bad_dissection",2
"B","control",7,9,"D3","0","0","0","0",2
"B","control",7,9,"D4","0","0","0","0",2
"B","control",7,9,"D5","0","0","0","0",2
"B","control",7,9,"D6","0","0","0","0",2
"B","control",7,9,"D7","0","0","0","0",2
"B","control",7,9,"D8","0","0","0","0",2
"B","control",7,9,"D9","0","0","0","0",2
"B","control",7,9,"D10","0","0","0","0",2
"B","control",7,9,"D11","0","0","0","0",2
"B","control",7,9,"D12","0","0","0","0",2
"B","experimental",4,6,"A1","71","0","0","1",3
"B","experimental",4,6,"A2","61","0","0","1",3
"B","experimental",4,6,"A3","0","0","0","0",3
"B","experimental",4,6,"A4","0","0","0","0",3
"B","experimental",4,6,"A5","0","0","0","0",3
"B","experimental",4,6,"A6","0","0","0","0",3
"B","experimental",4,6,"A7","1","0","0","1",3
"B","experimental",4,6,"A8","15","0","0","1",3
"B","experimental",4,6,"A9","0","0","0","0",3
"B","experimental",4,6,"A10","47","2","0","1",3
"B","experimental",4,6,"A11","0","0","0","0",3
"B","experimental",4,6,"A12","0","0","0","0",3
"B","experimental",4,6,"B1","0","0","0","0",3
"B","experimental",4,6,"B2","16","0","0","1",3
"B","experimental",4,6,"B3","0","0","0","0",3
"B","experimental",4,6,"B4","13","1","0","1",3
"B","experimental",4,6,"B5","3","0","0","1",3
"B","experimental",4,6,"B6","0","0","0","0",3
"B","experimental",4,6,"B7","0","0","0","0",3
"B","experimental",4,6,"B8","0","0","0","0",3
"B","experimental",4,6,"B9","18","0","0","1",3
"B","experimental",4,6,"B10","0","0","0","0",3
"B","experimental",4,6,"B11","0","0","0","0",3
"B","experimental",4,6,"B12","4","1","0","1",3
"B","control",4,6,"A1","0","0","0","0",3
"B","control",4,6,"A2","0","0","0","0",3
"B","control",4,6,"A3","0","0","0","0",3
"B","control",4,6,"A4","0","0","0","0",3
"B","control",4,6,"A5","0","0","0","0",3
"B","control",4,6,"A6","0","0","0","0",3
"B","control",4,6,"A7","0","0","0","0",3
"B","control",4,6,"A8","0","0","0","0",3
"B","control",4,6,"A9","0","0","0","0",3
"B","control",4,6,"A10","0","0","0","0",3
"B","control",4,6,"A11","0","0","0","0",3
"B","control",4,6,"A12","0","0","0","0",3
"A","experimental",4,6,"A1","0","0","0","0",3
"A","experimental",4,6,"A2","0","0","0","0",3
"A","experimental",4,6,"A3","19","0","0","1",3
"A","experimental",4,6,"A4","0","0","0","0",3
"A","experimental",4,6,"A5","0","0","0","0",3
"A","experimental",4,6,"A6","0","0","0","0",3
"A","experimental",4,6,"A7","0","0","0","0",3
"A","experimental",4,6,"A8","0","0","0","0",3
"A","experimental",4,6,"A9","0","0","0","0",3
"A","experimental",4,6,"A10","1","0","0","1",3
"A","experimental",4,6,"A11","0","0","0","0",3
"A","experimental",4,6,"A12","0","0","0","0",3
"A","experimental",4,6,"B1","0","0","0","0",3
"A","experimental",4,6,"B2","0","0","0","0",3
"A","experimental",4,6,"B3","0","0","0","0",3
"A","experimental",4,6,"B4","10","0","0","1",3
"A","experimental",4,6,"B5","0","0","0","0",3
"A","experimental",4,6,"B6","2","0","0","1",3
"A","experimental",4,6,"B7","0","0","0","0",3
"A","experimental",4,6,"B8","0","0","0","0",3
"A","experimental",4,6,"B9","2","1","0","1",3
"A","experimental",4,6,"B10","1","0","0","1",3
"A","experimental",4,6,"B11","77","0","0","1",3
"A","experimental",4,6,"B12","0","0","0","0",3
"A","control",4,6,"A1","0","0","0","0",3
"A","control",4,6,"A2","0","0","0","0",3
"A","control",4,6,"A3","0","0","0","0",3
"A","control",4,6,"A4","0","0","0","0",3
"A","control",4,6,"A5","0","0","0","0",3
"A","control",4,6,"A6","0","0","0","0",3
"A","control",4,6,"A7","0","0","0","0",3
"A","control",4,6,"A8","0","0","0","0",3
"A","control",4,6,"A9","0","0","0","0",3
"A","control",4,6,"A10","0","0","0","0",3
"A","control",4,6,"A11","0","0","0","0",3
"A","control",4,6,"A12","0","0","0","0",3
"B","experimental",5,7,"C1","212","0","0","1",3
"B","experimental",5,7,"C2","0","0","0","0",3
"B","experimental",5,7,"C3","58","0","0","1",3
"B","experimental",5,7,"C4","386","0","0","1",3
"B","experimental",5,7,"C5","0","0","0","0",3
"B","experimental",5,7,"C6","0","0","0","0",3
"B","experimental",5,7,"C7","0","0","0","0",3
"B","experimental",5,7,"C8","34","0","0","1",3
"B","experimental",5,7,"C9","0","0","0","0",3
"B","experimental",5,7,"C10","0","0","0","0",3
"B","experimental",5,7,"C11","0","0","0","0",3
"B","experimental",5,7,"C12","dead","dead","dead","dead",3
"B","experimental",5,7,"D1","0","0","0","0",3
"B","experimental",5,7,"D2","0","0","0","0",3
"B","experimental",5,7,"D3","0","0","0","0",3
"B","experimental",5,7,"D4","5","0","0","1",3
"B","experimental",5,7,"D5","93","0","0","1",3
"B","experimental",5,7,"D6","258","0","0","1",3
"B","experimental",5,7,"D7","134","0","0","1",3
"B","experimental",5,7,"D8","0","0","0","0",3
"B","experimental",5,7,"D9","0","0","0","0",3
"B","experimental",5,7,"D10","76","0","0","1",3
"B","experimental",5,7,"D11","0","0","0","0",3
"B","experimental",5,7,"D12","0","0","0","0",3
"B","control",5,7,"B1","0","0","0","0",3
"B","control",5,7,"B2","0","0","0","0",3
"B","control",5,7,"B3","0","0","0","0",3
"B","control",5,7,"B4","0","0","0","0",3
"B","control",5,7,"B5","0","0","0","0",3
"B","control",5,7,"B6","0","0","0","0",3
"B","control",5,7,"B7","0","0","0","0",3
"B","control",5,7,"B8","0","0","0","0",3
"B","control",5,7,"B9","0","0","0","0",3
"B","control",5,7,"B10","0","0","0","0",3
"B","control",5,7,"B11","0","0","0","0",3
"B","control",5,7,"B12","0","0","0","0",3
"A","experimental",5,7,"C1","9","0","0","1",3
"A","experimental",5,7,"C2","0","0","0","0",3
"A","experimental",5,7,"C3","2","0","0","1",3
"A","experimental",5,7,"C4","0","0","0","0",3
"A","experimental",5,7,"C5","0","0","0","0",3
"A","experimental",5,7,"C6","0","0","0","0",3
"A","experimental",5,7,"C7","0","0","0","0",3
"A","experimental",5,7,"C8","0","0","0","0",3
"A","experimental",5,7,"C9","3","0","0","1",3
"A","experimental",5,7,"C10","0","0","0","0",3
"A","experimental",5,7,"C11","6","0","0","1",3
"A","experimental",5,7,"C12","0","0","0","0",3
"A","experimental",5,7,"D1","0","0","0","0",3
"A","experimental",5,7,"D2","129","0","0","1",3
"A","experimental",5,7,"D3","95","0","0","1",3
"A","experimental",5,7,"D4","0","0","0","0",3
"A","experimental",5,7,"D5","0","0","0","0",3
"A","experimental",5,7,"D6","0","0","0","0",3
"A","experimental",5,7,"D7","0","0","0","0",3
"A","experimental",5,7,"D8","0","0","0","0",3
"A","experimental",5,7,"D9","141","0","0","1",3
"A","experimental",5,7,"D10","0","0","0","0",3
"A","experimental",5,7,"D11","0","0","0","0",3
"A","experimental",5,7,"D12","0","0","0","0",3
"A","control",5,7,"B1","0","0","0","0",3
"A","control",5,7,"B2","0","0","0","0",3
"A","control",5,7,"B3","0","0","0","0",3
"A","control",5,7,"B4","0","0","0","0",3
"A","control",5,7,"B5","0","0","0","0",3
"A","control",5,7,"B6","0","0","0","0",3
"A","control",5,7,"B7","0","0","0","0",3
"A","control",5,7,"B8","0","0","0","0",3
"A","control",5,7,"B9","0","0","0","0",3
"A","control",5,7,"B10","0","0","0","0",3
"A","control",5,7,"B11","0","0","0","0",3
"A","control",5,7,"B12","0","0","0","0",3
"B","experimental",6,8,"E1","17","1","0","1",3
"B","experimental",6,8,"E2","0","0","0","0",3
"B","experimental",6,8,"E3","0","0","0","0",3
"B","experimental",6,8,"E4","17","0","0","1",3
"B","experimental",6,8,"E5","0","0","0","0",3
"B","experimental",6,8,"E6","0","0","0","0",3
"B","experimental",6,8,"E7","0","0","0","0",3
"B","experimental",6,8,"E8","0","0","0","0",3
"B","experimental",6,8,"E9","0","0","0","0",3
"B","experimental",6,8,"E10","83","0","0","1",3
"B","experimental",6,8,"E11","0","0","0","0",3
"B","experimental",6,8,"E12","23","3","0","1",3
"B","experimental",6,8,"F1","73","0","0","1",3
"B","experimental",6,8,"F2","0","0","0","0",3
"B","experimental",6,8,"F3","129","1","0","1",3
"B","experimental",6,8,"F4","0","0","0","0",3
"B","experimental",6,8,"F5","0","0","0","0",3
"B","experimental",6,8,"F6","0","0","0","0",3
"B","experimental",6,8,"F7","2","0","0","1",3
"B","experimental",6,8,"F8","0","0","0","0",3
"B","experimental",6,8,"F9","20","0","0","1",3
"B","experimental",6,8,"F10","504","0","0","1",3
"B","experimental",6,8,"F11","0","0","0","0",3
"B","experimental",6,8,"F12","0","0","0","0",3
"B","control",6,8,"C1","0","0","0","0",3
"B","control",6,8,"C2","0","0","0","0",3
"B","control",6,8,"C3","0","0","0","0",3
"B","control",6,8,"C4","0","0","0","0",3
"B","control",6,8,"C5","0","0","0","0",3
"B","control",6,8,"C6","0","0","0","0",3
"B","control",6,8,"C7","0","0","0","0",3
"B","control",6,8,"C8","0","0","0","0",3
"B","control",6,8,"C9","0","0","0","0",3
"B","control",6,8,"C10","0","0","0","0",3
"B","control",6,8,"C11","0","0","0","0",3
"B","control",6,8,"C12","0","0","0","0",3
"A","experimental",6,8,"E1","0","0","0","0",3
"A","experimental",6,8,"E2","3","0","0","1",3
"A","experimental",6,8,"E3","34","1","0","1",3
"A","experimental",6,8,"E4","0","0","0","0",3
"A","experimental",6,8,"E5","0","0","0","0",3
"A","experimental",6,8,"E6","0","0","0","0",3
"A","experimental",6,8,"E7","89","0","0","1",3
"A","experimental",6,8,"E8","62","0","0","1",3
"A","experimental",6,8,"E9","1","0","0","1",3
"A","experimental",6,8,"E10","0","0","0","0",3
"A","experimental",6,8,"E11","0","0","0","0",3
"A","experimental",6,8,"E12","0","0","0","0",3
"A","experimental",6,8,"F1","0","0","0","0",3
"A","experimental",6,8,"F2","0","0","0","0",3
"A","experimental",6,8,"F3","114","0","0","1",3
"A","experimental",6,8,"F4","0","0","0","0",3
"A","experimental",6,8,"F5","0","0","0","0",3
"A","experimental",6,8,"F6","0","0","0","0",3
"A","experimental",6,8,"F7","0","0","0","0",3
"A","experimental",6,8,"F8","1","0","0","1",3
"A","experimental",6,8,"F9","0","0","0","0",3
"A","experimental",6,8,"F10","0","0","0","0",3
"A","experimental",6,8,"F11","0","0","0","0",3
"A","experimental",6,8,"F12","46","0","0","1",3
"A","control",6,8,"C1","0","0","0","0",3
"A","control",6,8,"C2","0","0","0","0",3
"A","control",6,8,"C3","0","0","0","0",3
"A","control",6,8,"C4","0","0","0","0",3
"A","control",6,8,"C5","0","0","0","0",3
"A","control",6,8,"C6","0","0","0","0",3
"A","control",6,8,"C7","0","0","0","0",3
"A","control",6,8,"C8","0","0","0","0",3
"A","control",6,8,"C9","0","0","0","0",3
"A","control",6,8,"C10","0","0","0","0",3
"A","control",6,8,"C11","0","0","0","0",3
"A","control",6,8,"C12","0","0","0","0",3
"B","experimental",7,9,"G1","12","0","0","1",3
"B","experimental",7,9,"G2","0","0","0","0",3
"B","experimental",7,9,"G3","1","0","0","1",3
"B","experimental",7,9,"G4","50","0","0","1",3
"B","experimental",7,9,"G5","0","0","0","0",3
"B","experimental",7,9,"G6","3","0","0","1",3
"B","experimental",7,9,"G7","135","5","0","1",3
"B","experimental",7,9,"G8","118","0","0","1",3
"B","experimental",7,9,"G9","117","0","0","1",3
"B","experimental",7,9,"G10","12","4","0","1",3
"B","experimental",7,9,"G11","142","0","0","1",3
"B","experimental",7,9,"G12","1","0","0","1",3
"B","experimental",7,9,"H1","0","0","0","0",3
"B","experimental",7,9,"H2","0","0","0","0",3
"B","experimental",7,9,"H3","0","0","0","0",3
"B","experimental",7,9,"H4","168","0","0","1",3
"B","experimental",7,9,"H5","0","0","0","0",3
"B","experimental",7,9,"H6","20","0","0","1",3
"B","experimental",7,9,"H7","132","0","0","1",3
"B","experimental",7,9,"H8","0","0","0","0",3
"B","experimental",7,9,"H9","0","0","0","0",3
"B","experimental",7,9,"H10","2","0","0","1",3
"B","experimental",7,9,"H11","0","0","0","0",3
"B","experimental",7,9,"H12","221","0","0","1",3
"B","control",7,9,"D1","0","0","0","0",3
"B","control",7,9,"D2","0","0","0","0",3
"B","control",7,9,"D3","2","0","0","1",3
"B","control",7,9,"D4","0","0","0","0",3
"B","control",7,9,"D5","0","0","0","0",3
"B","control",7,9,"D6","0","0","0","0",3
"B","control",7,9,"D7","0","0","0","0",3
"B","control",7,9,"D8","0","0","0","0",3
"B","control",7,9,"D9","0","0","0","0",3
"B","control",7,9,"D10","0","0","0","0",3
"B","control",7,9,"D11","0","0","0","0",3
"B","control",7,9,"D12","0","0","0","0",3
"A","experimental",7,9,"G1","0","0","0","0",3
"A","experimental",7,9,"G2","0","0","0","0",3
"A","experimental",7,9,"G3","0","0","0","0",3
"A","experimental",7,9,"G4","0","0","0","0",3
"A","experimental",7,9,"G5","11","0","0","1",3
"A","experimental",7,9,"G6","0","0","0","0",3
"A","experimental",7,9,"G7","0","0","0","0",3
"A","experimental",7,9,"G8","0","0","0","0",3
"A","experimental",7,9,"G9","0","0","0","0",3
"A","experimental",7,9,"G10","8","2","0","1",3
"A","experimental",7,9,"G11","0","0","0","0",3
"A","experimental",7,9,"G12","0","0","0","0",3
"A","experimental",7,9,"H1","0","0","0","0",3
"A","experimental",7,9,"H2","3","2","0","1",3
"A","experimental",7,9,"H3","0","0","0","0",3
"A","experimental",7,9,"H4","6","0","0","1",3
"A","experimental",7,9,"H5","0","0","0","0",3
"A","experimental",7,9,"H6","0","0","0","0",3
"A","experimental",7,9,"H7","0","0","0","0",3
"A","experimental",7,9,"H8","0","0","0","0",3
"A","experimental",7,9,"H9","8","0","0","1",3
"A","experimental",7,9,"H10","0","0","0","0",3
"A","experimental",7,9,"H11","19","10","0","1",3
"A","experimental",7,9,"H12","9","0","0","1",3
"A","control",7,9,"D1","0","0","0","0",3
"A","control",7,9,"D2","0","0","0","0",3
"A","control",7,9,"D3","0","0","0","0",3
"A","control",7,9,"D4","0","0","0","0",3
"A","control",7,9,"D5","0","0","0","0",3
"A","control",7,9,"D6","0","0","0","0",3
"A","control",7,9,"D7","0","0","0","0",3
"A","control",7,9,"D8","0","0","0","0",3
"A","control",7,9,"D9","0","0","0","0",3
"A","control",7,9,"D10","0","0","0","0",3
"A","control",7,9,"D11","0","0","0","0",3
"A","control",7,9,"D12","0","0","0","0",3
