treatment,replicate_no,dissection_no,id,trophont,gamont,gut_gametocyst,par_presence
D,2,4,F4,4,0,0,1
D,2,4,F5,114,0,0,1
D,2,4,F6,158,0,0,1
D,2,4,F7,0,0,0,0
D,2,4,F8,168,0,0,1
D,2,4,F9,0,0,0,0
D,2,4,F10,212,2,0,1
A,4,4,G1,dead,dead,dead,dead
A,4,4,G2,93,0,0,1
A,4,4,G3,2,0,0,1
A,4,4,G4,0,0,0,0
A,4,4,G5,0,0,0,0
A,4,4,G6,7,0,0,1
A,4,4,G7,27,0,0,1
A,4,4,G8,24,0,0,1
A,4,4,G9,pupated,pupated,pupated,pupated
A,4,4,G10,10,0,0,1
D,5,4,H1,85,1,1,1
D,5,4,H2,223,0,0,1
D,5,4,H3,165,0,0,1
D,5,4,H4,152,0,0,1
D,5,4,H5,101,0,0,1
D,5,4,H6,0,0,0,0
D,5,4,H7,1,0,0,1
D,5,4,H8,125,0,8,1
D,5,4,H9,2,0,0,1
D,5,4,H10,0,0,0,0
A,2,4,A1,376,0,0,1
A,2,4,A2,0,0,0,0
A,2,4,A3,1,0,0,1
A,2,4,A4,57,0,0,1
A,2,4,A5,0,0,0,0
A,2,4,A6,24,0,0,1
A,2,4,A7,6,0,0,1
A,2,4,A8,0,0,0,0
A,2,4,A9,0,0,0,0
A,2,4,A10,27,0,0,1
E,4,4,B1,40,0,0,1
E,4,4,B2,0,0,0,0
E,4,4,B3,10,0,0,1
E,4,4,B4,0,0,0,0
E,4,4,B5,30,0,0,1
E,4,4,B6,53,0,0,1
E,4,4,B7,0,0,0,0
E,4,4,B8,0,0,0,0
E,4,4,B9,16,0,0,1
E,4,4,B10,61,1,3,1
D,3,4,C1,371,0,2,1
D,3,4,C2,pupated,pupated,pupated,pupated
D,3,4,C3,0,0,0,0
D,3,4,C4,21,0,0,1
D,3,4,C5,68,0,0,1
D,3,4,C6,0,0,0,0
D,3,4,C7,152,0,0,1
D,3,4,C8,0,0,0,0
D,3,4,C9,74,2,0,1
D,3,4,C10,pupated,pupated,pupated,pupated
C,2,4,D1,58,0,0,1
C,2,4,D2,8,0,0,1
C,2,4,D3,2,0,0,1
C,2,4,D4,25,0,0,1
C,2,4,D5,86,0,0,1
C,2,4,D6,0,0,0,0
C,2,4,D7,0,0,0,0
C,2,4,D8,165,0,0,1
C,2,4,D9,19,0,0,1
C,2,4,D10,236,0,28,1
E,1,4,E1,0,0,0,0
E,1,4,E2,0,0,0,0
E,1,4,E3,0,0,0,0
E,1,4,E4,14,0,0,1
E,1,4,E5,187,0,0,1
E,1,4,E6,65,0,4,1
E,1,4,E7,1,0,0,1
E,1,4,E8,pupated,pupated,pupated,pupated
E,1,4,E9,71,0,0,1
E,1,4,E10,150,0,0,1
E,2,4,F1,114,0,0,1
E,2,4,F2,23,0,0,1
E,2,4,F3,318,0,0,1
E,2,4,F4,5,0,0,1
E,2,4,F5,44,0,0,1
E,2,4,F6,pupated,pupated,pupated,pupated
E,2,4,F7,2,0,0,1
E,2,4,F8,12,0,0,1
E,2,4,F9,26,0,0,1
E,2,4,F10,0,0,0,0
A,3,4,G1,75,0,1,1
A,3,4,G2,75,0,0,1
A,3,4,G3,4,0,0,1
A,3,4,G4,0,0,0,0
A,3,4,G5,37,0,0,1
A,3,4,G6,247,0,0,1
A,3,4,G7,182,0,0,1
A,3,4,G8,60,0,0,1
A,3,4,G9,0,0,0,0
A,3,4,G10,0,0,0,0
C,3,4,H1,96,0,0,1
C,3,4,H2,5,0,0,1
C,3,4,H3,1,0,0,1
C,3,4,H4,0,0,0,0
C,3,4,H5,45,0,0,1
C,3,4,H6,42,0,0,1
C,3,4,H7,40,0,0,1
C,3,4,H8,294,0,3,1
C,3,4,H9,6,0,0,1
C,3,4,H10,2,0,0,1
C,5,4,A1,5,0,0,1
C,5,4,A2,16,0,0,1
C,5,4,A3,4,0,0,1
C,5,4,A4,76,0,0,1
C,5,4,A5,0,0,0,0
C,5,4,A6,17,0,0,1
C,5,4,A7,19,0,0,1
C,5,4,A8,pupated,pupated,pupated,pupated
C,5,4,A9,51,0,0,1
C,5,4,A10,88,0,0,1
B,5,4,B1,0,0,0,0
B,5,4,B2,82,0,0,1
B,5,4,B3,82,0,0,1
B,5,4,B4,0,0,0,0
B,5,4,B5,76,0,0,1
B,5,4,B6,92,0,0,1
B,5,4,B7,143,0,0,1
B,5,4,B8,193,0,0,1
B,5,4,B9,0,0,0,0
B,5,4,B10,0,0,0,0
E,3,4,C1,28,0,0,1
E,3,4,C2,9,0,0,1
E,3,4,C3,63,0,0,1
E,3,4,C4,16,0,0,1
E,3,4,C5,69,0,0,1
E,3,4,C6,27,0,0,1
E,3,4,C7,204,0,0,1
E,3,4,C8,pupated,pupated,pupated,pupated
E,3,4,C9,pupated,pupated,pupated,pupated
E,3,4,C10,0,0,0,0
A,5,4,D1,16,0,0,1
A,5,4,D2,dead,dead,dead,dead
A,5,4,D3,0,0,0,0
A,5,4,D4,13,0,0,1
A,5,4,D5,0,0,0,0
A,5,4,D6,54,0,0,1
A,5,4,D7,0,0,0,0
A,5,4,D8,22,0,0,1
A,5,4,D9,0,0,0,0
A,5,4,D10,56,0,0,1
D,1,4,E1,0,0,0,0
D,1,4,E2,0,0,0,0
D,1,4,E3,0,0,0,0
D,1,4,E4,0,0,0,0
D,1,4,E5,0,0,0,0
D,1,4,E6,pupated,pupated,pupated,pupated
D,1,4,E7,48,0,0,1
D,1,4,E8,0,0,0,0
D,1,4,E9,55,0,0,1
D,1,4,E10,71,0,0,1
E,5,4,F1,0,0,0,0
E,5,4,F2,39,0,0,1
E,5,4,F3,89,0,0,1
E,5,4,F4,142,0,0,1
E,5,4,F5,109,0,0,1
E,5,4,F6,64,0,0,1
E,5,4,F7,0,0,0,0
E,5,4,F8,298,0,10,1
E,5,4,F9,0,0,0,0
E,5,4,F10,17,0,0,1
B,1,4,G1,2,0,0,1
B,1,4,G2,5,0,0,1
B,1,4,G3,53,0,0,1
B,1,4,G4,0,0,0,0
B,1,4,G5,190,0,0,1
B,1,4,G6,0,0,0,0
B,1,4,G7,0,0,0,0
B,1,4,G8,69,0,0,1
B,1,4,G9,126,0,2,1
B,1,4,G10,0,0,0,0
D,4,4,H1,3,0,0,1
D,4,4,H2,53,0,2,1
D,4,4,H3,29,0,0,1
D,4,4,H4,0,0,0,0
D,4,4,H5,130,0,0,1
D,4,4,H6,0,0,0,0
D,4,4,H7,45,0,0,1
D,4,4,H8,0,0,0,0
D,4,4,H9,75,0,0,1
D,4,4,H10,0,0,0,0
B,4,4,A12,83,0,0,1
B,4,4,B12,70,0,0,1
B,4,4,C12,0,0,0,0
B,4,4,D12,212,0,0,1
B,4,4,E12,0,0,0,0
B,4,4,F12,0,0,0,0
B,4,4,G12,31,0,0,1
B,4,4,H12,54,0,0,1
B,4,4,A11,37,0,0,1
B,4,4,B11,0,0,0,0
E,3,5,A1,14,0,0,1
E,3,5,A2,0,0,0,0
E,3,5,A3,10,0,0,1
E,3,5,A4,213,0,0,1
E,3,5,A5,102,0,0,1
E,3,5,A6,89,0,0,1
E,3,5,A7,12,0,0,1
E,3,5,A8,pupated,pupated,pupated,pupated
E,3,5,A9,0,0,0,0
E,3,5,A10,280,0,1,1
C,3,5,B1,77,0,0,1
C,3,5,B2,237,0,13,1
C,3,5,B3,0,0,0,0
C,3,5,B4,83,0,0,1
C,3,5,B5,163,0,0,1
C,3,5,B6,178,0,0,1
C,3,5,B7,87,0,1,1
C,3,5,B8,23,0,0,1
C,3,5,B9,0,0,0,0
C,3,5,B10,0,0,0,0
E,2,5,C1,333,0,0,1
E,2,5,C2,137,0,3,1
E,2,5,C3,159,0,0,1
E,2,5,C4,61,0,0,1
E,2,5,C5,0,0,0,0
E,2,5,C6,52,0,0,1
E,2,5,C7,0,0,0,0
E,2,5,C8,0,0,0,0
E,2,5,C9,bad_dissection,bad_dissection,bad_dissection,bad_dissection
E,2,5,C10,29,0,0,1
B,2,5,D1,0,0,0,0
B,2,5,D2,0,0,0,0
B,2,5,D3,11,0,0,1
B,2,5,D4,2,0,0,1
B,2,5,D5,37,0,0,1
B,2,5,D6,35,0,0,1
B,2,5,D7,0,0,0,0
B,2,5,D8,24,0,0,1
B,2,5,D9,344,0,0,1
B,2,5,D10,27,0,0,1
D,4,5,E1,340,0,0,1
D,4,5,E2,27,0,1,1
D,4,5,E3,94,0,0,1
D,4,5,E4,7,0,0,1
D,4,5,E5,0,0,0,0
D,4,5,E6,120,0,0,1
D,4,5,E7,3,0,0,1
D,4,5,E8,112,0,0,1
D,4,5,E9,108,0,0,1
D,4,5,E10,115,0,0,1
A,2,5,F1,0,0,0,0
A,2,5,F2,dead,dead,dead,dead
A,2,5,F3,12,0,0,1
A,2,5,F4,0,0,0,0
A,2,5,F5,11,0,0,1
A,2,5,F6,9,0,0,1
A,2,5,F7,13,0,0,1
A,2,5,F8,81,0,0,1
A,2,5,F9,204,0,0,1
A,2,5,F10,0,0,0,0
D,2,5,G1,179,0,0,1
D,2,5,G2,255,0,0,1
D,2,5,G3,1,0,0,1
D,2,5,G4,121,0,0,1
D,2,5,G5,4,0,0,1
D,2,5,G6,286,0,57,1
D,2,5,G7,39,0,0,1
D,2,5,G8,0,0,0,0
D,2,5,G9,0,0,0,0
D,2,5,G10,191,0,0,1
D,1,5,H1,102,0,0,1
D,1,5,H2,99,0,0,1
D,1,5,H3,114,0,0,1
D,1,5,H4,149,0,0,1
D,1,5,H5,0,0,0,0
D,1,5,H6,1,0,0,1
D,1,5,H7,23,0,0,1
D,1,5,H8,163,0,1,1
D,1,5,H9,1,0,0,1
D,1,5,H10,0,0,0,0
D,5,5,A1,75,0,0,1
D,5,5,A2,95,0,0,1
D,5,5,A3,14,0,0,1
D,5,5,A4,41,0,0,1
D,5,5,A5,0,0,0,0
D,5,5,A6,136,0,0,1
D,5,5,A7,169,0,0,1
D,5,5,A8,380,0,0,1
D,5,5,A9,172,0,0,1
D,5,5,A10,133,0,0,1
C,5,5,B1,3,0,0,1
C,5,5,B2,0,0,0,0
C,5,5,B3,31,0,0,1
C,5,5,B4,145,0,0,1
C,5,5,B5,97,0,0,1
C,5,5,B6,30,0,0,1
C,5,5,B7,33,0,0,1
C,5,5,B8,0,0,0,0
C,5,5,B9,90,0,0,1
C,5,5,B10,21,0,0,1
A,5,5,C1,17,0,0,1
A,5,5,C2,27,0,0,1
A,5,5,C3,20,0,0,1
A,5,5,C4,0,0,0,0
A,5,5,C5,26,0,1,1
A,5,5,C6,0,0,0,0
A,5,5,C7,36,0,0,1
A,5,5,C8,4,0,0,1
A,5,5,C9,0,0,0,0
A,5,5,C10,0,0,0,0
B,4,5,D1,67,0,0,1
B,4,5,D2,97,0,0,1
B,4,5,D3,161,0,0,1
B,4,5,D4,0,0,0,0
B,4,5,D5,19,0,0,1
B,4,5,D6,0,0,0,0
B,4,5,D7,0,0,0,0
B,4,5,D8,10,0,0,1
B,4,5,D9,10,0,1,1
B,4,5,D10,3,0,0,1
C,2,5,E1,105,0,0,1
C,2,5,E2,19,0,0,1
C,2,5,E3,92,0,0,1
C,2,5,E4,1,0,0,1
C,2,5,E5,0,0,0,0
C,2,5,E6,30,0,0,1
C,2,5,E7,57,0,0,1
C,2,5,E8,34,0,0,1
C,2,5,E9,dead,dead,dead,dead
C,2,5,E10,2,0,0,1
B,5,5,F1,1,0,0,1
B,5,5,F2,85,0,0,1
B,5,5,F3,20,0,0,1
B,5,5,F4,0,0,0,0
B,5,5,F5,63,0,0,1
B,5,5,F6,0,0,0,0
B,5,5,F7,0,0,0,0
B,5,5,F8,87,0,1,1
B,5,5,F9,24,0,0,1
B,5,5,F10,55,0,0,1
E,5,5,G1,41,0,0,1
E,5,5,G2,64,0,8,1
E,5,5,G3,0,0,0,0
E,5,5,G4,62,0,0,1
E,5,5,G5,50,0,0,1
E,5,5,G6,40,0,0,1
E,5,5,G7,196,0,0,1
E,5,5,G8,0,0,0,0
E,5,5,G9,52,0,0,1
E,5,5,G10,0,0,0,0
A,1,5,H1,0,0,0,0
A,1,5,H2,72,0,0,1
A,1,5,H3,44,0,0,1
A,1,5,H4,0,0,0,0
A,1,5,H5,0,0,0,0
A,1,5,H6,4,0,0,1
A,1,5,H7,9,0,0,1
A,1,5,H8,0,0,0,0
A,1,5,H9,0,0,0,0
A,1,5,H10,0,0,0,0
D,3,5,A1,0,0,0,0
D,3,5,A2,78,0,0,1
D,3,5,A3,76,0,0,1
D,3,5,A4,73,0,0,1
D,3,5,A5,0,0,0,0
D,3,5,A6,62,0,0,1
D,3,5,A7,58,0,0,1
D,3,5,A8,0,0,0,0
D,3,5,A9,0,0,0,0
D,3,5,A10,132,0,0,1
A,3,5,B1,67,0,0,1
A,3,5,B2,37,0,2,1
A,3,5,B3,5,0,0,1
A,3,5,B4,4,0,0,1
A,3,5,B5,34,0,0,1
A,3,5,B6,40,0,0,1
A,3,5,B7,0,0,0,0
A,3,5,B8,93,0,1,1
A,3,5,B9,62,0,0,1
A,3,5,B10,33,0,0,1
E,4,5,C1,0,0,0,0
E,4,5,C2,0,0,0,0
E,4,5,C3,38,0,0,1
E,4,5,C4,26,0,0,1
E,4,5,C5,0,0,0,0
E,4,5,C6,92,0,1,1
E,4,5,C7,9,0,2,1
E,4,5,C8,0,0,0,0
E,4,5,C9,0,0,0,0
E,4,5,C10,0,0,0,0
A,4,5,D1,16,0,0,1
A,4,5,D2,50,0,0,1
A,4,5,D3,43,0,0,1
A,4,5,D4,47,0,0,1
A,4,5,D5,0,0,0,0
A,4,5,D6,3,0,0,1
A,4,5,D7,8,0,0,1
A,4,5,D8,42,0,0,1
A,4,5,D9,0,0,0,0
A,4,5,D10,0,0,0,0
E,1,5,E1,91,0,0,1
E,1,5,E2,29,0,0,1
E,1,5,E3,140,0,0,1
E,1,5,E4,0,0,0,0
E,1,5,E5,57,0,0,1
E,1,5,E6,0,0,0,0
E,1,5,E7,40,0,0,1
E,1,5,E8,59,0,0,1
E,1,5,E9,69,0,0,1
E,1,5,E10,63,0,0,1
B,1,5,F1,49,0,0,1
B,1,5,F2,56,0,0,1
B,1,5,F3,123,0,0,1
B,1,5,F4,0,0,0,0
B,1,5,F5,3,0,0,1
B,1,5,F6,72,0,0,1
B,1,5,F7,3,0,0,1
B,1,5,F8,30,0,0,1
B,1,5,F9,105,0,2,1
B,1,5,F10,108,0,0,1
C,4,5,G1,0,0,0,0
C,4,5,G2,102,0,0,1
C,4,5,G3,77,0,0,1
C,4,5,G4,62,0,0,1
C,4,5,G5,14,0,0,1
C,4,5,G6,103,0,0,1
C,4,5,G7,8,0,0,1
C,4,5,G8,70,0,0,1
C,4,5,G9,0,0,0,0
C,4,5,G10,0,0,0,0
B,3,5,H1,7,0,0,1
B,3,5,H2,85,0,0,1
B,3,5,H3,0,0,0,0
B,3,5,H4,24,0,0,1
B,3,5,H5,0,0,0,0
B,3,5,H6,114,0,0,1
B,3,5,H7,33,0,0,1
B,3,5,H8,0,0,0,0
B,3,5,H9,0,0,0,0
B,3,5,H10,18,0,0,1
C,1,5,A12,25,0,0,1
C,1,5,B12,33,0,0,1
C,1,5,C12,3,0,0,1
C,1,5,D12,0,0,0,0
C,1,5,E12,6,0,0,1
C,1,5,F12,0,0,0,0
C,1,5,G12,76,0,0,1
C,1,5,H12,108,0,0,1
C,1,5,A11,15,0,0,1
C,1,5,B11,77,0,0,1
E,3,6,A1,8,0,0,1
E,3,6,A2,pupated,pupated,pupated,pupated
E,3,6,A3,50,0,0,1
E,3,6,A4,pupated,pupated,pupated,pupated
E,3,6,A5,pupated,pupated,pupated,pupated
E,3,6,A6,0,0,0,0
E,3,6,A7,pupated,pupated,pupated,pupated
E,3,6,A8,pupated,pupated,pupated,pupated
E,3,6,A9,pupated,pupated,pupated,pupated
E,3,6,A10,pupated,pupated,pupated,pupated
D,2,6,B1,21,0,0,1
D,2,6,B2,0,0,0,0
D,2,6,B3,283,0,3,1
D,2,6,B4,0,0,0,0
D,2,6,B5,33,0,0,1
D,2,6,B6,276,0,4,1
D,2,6,B7,46,0,0,1
D,2,6,B8,150,0,0,1
D,2,6,B9,202,0,0,1
D,2,6,B10,53,0,0,1
B,5,6,C1,37,0,0,1
B,5,6,C2,11,0,0,1
B,5,6,C3,1,1,0,1
B,5,6,C4,18,0,0,1
B,5,6,C5,219,0,7,1
B,5,6,C6,323,0,17,1
B,5,6,C7,0,0,0,0
B,5,6,C8,2,0,0,1
B,5,6,C9,4,0,0,1
B,5,6,C10,29,0,1,1
A,4,6,D1,58,0,0,1
A,4,6,D2,0,0,0,0
A,4,6,D3,4,0,0,1
A,4,6,D4,2,0,0,1
A,4,6,D5,6,0,0,1
A,4,6,D6,0,0,0,0
A,4,6,D7,0,0,0,0
A,4,6,D8,124,0,0,1
A,4,6,D9,0,1,0,1
A,4,6,D10,55,0,0,1
B,3,6,E1,26,0,0,1
B,3,6,E2,0,0,0,0
B,3,6,E3,344,0,0,1
B,3,6,E4,8,0,0,1
B,3,6,E5,2,0,0,1
B,3,6,E6,0,0,0,0
B,3,6,E7,0,0,0,0
B,3,6,E8,48,0,0,1
B,3,6,E9,114,0,0,1
B,3,6,E10,119,0,0,1
A,1,6,F1,dead,dead,dead,dead
A,1,6,F2,33,0,0,1
A,1,6,F3,12,0,1,1
A,1,6,F4,0,0,0,0
A,1,6,F5,0,0,0,0
A,1,6,F6,88,0,4,1
A,1,6,F7,15,1,0,1
A,1,6,F8,1,0,0,1
A,1,6,F9,0,0,0,0
A,1,6,F10,35,0,0,1
D,5,6,G1,0,0,0,0
D,5,6,G2,76,0,0,1
D,5,6,G3,38,0,0,1
D,5,6,G4,3,0,0,1
D,5,6,G5,185,0,0,1
D,5,6,G6,75,0,0,1
D,5,6,G7,28,0,0,1
D,5,6,G8,0,0,0,0
D,5,6,G9,0,0,0,0
D,5,6,G10,3,1,0,1
D,3,6,H1,6,0,0,1
D,3,6,H2,118,0,0,1
D,3,6,H3,26,0,0,1
D,3,6,H4,0,0,0,0
D,3,6,H5,0,0,0,0
D,3,6,H6,206,0,0,1
D,3,6,H7,5,0,0,1
D,3,6,H8,0,0,0,0
D,3,6,H9,166,0,0,1
D,3,6,H10,129,1,0,1
C,1,6,A1,81,0,0,1
C,1,6,A2,14,0,0,1
C,1,6,A3,169,0,0,1
C,1,6,A4,0,0,0,0
C,1,6,A5,45,0,0,1
C,1,6,A6,0,0,0,0
C,1,6,A7,0,0,0,0
C,1,6,A8,30,0,0,1
C,1,6,A9,339,0,2,1
C,1,6,A10,40,0,0,1
D,4,6,B1,4,0,0,1
D,4,6,B2,148,0,0,1
D,4,6,B3,38,0,0,1
D,4,6,B4,43,0,0,1
D,4,6,B5,179,0,0,1
D,4,6,B6,36,0,0,1
D,4,6,B7,0,0,0,0
D,4,6,B8,0,0,0,0
D,4,6,B9,51,0,0,1
D,4,6,B10,73,0,1,1
A,3,6,C1,0,0,0,0
A,3,6,C2,0,0,0,0
A,3,6,C3,0,0,0,0
A,3,6,C4,4,2,0,1
A,3,6,C5,28,0,0,1
A,3,6,C6,0,0,0,0
A,3,6,C7,91,0,0,1
A,3,6,C8,0,0,0,0
A,3,6,C9,pupated,pupated,pupated,pupated
A,3,6,C10,0,0,0,0
D,1,6,D1,52,0,0,1
D,1,6,D2,60,0,0,1
D,1,6,D3,18,0,0,1
D,1,6,D4,0,0,0,0
D,1,6,D5,24,1,0,1
D,1,6,D6,167,0,0,1
D,1,6,D7,9,0,0,1
D,1,6,D8,42,0,0,1
D,1,6,D9,44,0,0,1
D,1,6,D10,dead,dead,dead,dead
C,5,6,E1,1,0,0,1
C,5,6,E2,10,0,0,1
C,5,6,E3,58,0,2,1
C,5,6,E4,121,0,1,1
C,5,6,E5,48,0,0,1
C,5,6,E6,16,0,0,1
C,5,6,E7,0,0,0,0
C,5,6,E8,0,0,0,0
C,5,6,E9,0,0,0,0
C,5,6,E10,21,0,0,1
A,5,6,F1,0,0,0,0
A,5,6,F2,140,1,2,1
A,5,6,F3,0,0,0,0
A,5,6,F4,1,0,0,1
A,5,6,F5,0,0,0,0
A,5,6,F6,38,0,1,1
A,5,6,F7,35,0,0,1
A,5,6,F8,17,0,0,1
A,5,6,F9,0,0,0,0
A,5,6,F10,0,0,0,0
C,4,6,G1,8,0,0,1
C,4,6,G2,0,0,0,0
C,4,6,G3,55,0,0,1
C,4,6,G4,6,0,0,1
C,4,6,G5,86,0,1,1
C,4,6,G6,0,0,0,0
C,4,6,G7,11,3,0,1
C,4,6,G8,14,0,0,1
C,4,6,G9,151,0,0,1
C,4,6,G10,0,0,0,0
B,1,6,H1,0,0,0,0
B,1,6,H2,50,0,0,1
B,1,6,H3,pupated,pupated,pupated,pupated
B,1,6,H4,0,0,0,0
B,1,6,H5,26,0,0,1
B,1,6,H6,3,0,0,1
B,1,6,H7,6,0,0,1
B,1,6,H8,53,0,0,1
B,1,6,H9,0,0,0,0
B,1,6,H10,201,0,0,1
B,2,6,A1,2,0,0,1
B,2,6,A2,73,0,0,1
B,2,6,A3,38,0,0,1
B,2,6,A4,69,0,0,1
B,2,6,A5,0,0,0,0
B,2,6,A6,13,0,0,1
B,2,6,A7,0,0,0,0
B,2,6,A8,120,0,0,1
B,2,6,A9,46,0,0,1
B,2,6,A10,19,0,0,1
C,3,6,B1,153,0,0,1
C,3,6,B2,0,0,0,0
C,3,6,B3,1,0,0,1
C,3,6,B4,96,0,0,1
C,3,6,B5,10,2,0,1
C,3,6,B6,56,0,0,1
C,3,6,B7,0,0,0,0
C,3,6,B8,87,7,11,1
C,3,6,B9,0,0,0,0
C,3,6,B10,35,1,4,1
E,4,6,C1,8,0,0,1
E,4,6,C2,55,0,0,1
E,4,6,C3,0,0,0,0
E,4,6,C4,43,0,0,1
E,4,6,C5,45,0,0,1
E,4,6,C6,44,0,0,1
E,4,6,C7,75,2,0,1
E,4,6,C8,18,0,0,1
E,4,6,C9,0,0,0,0
E,4,6,C10,0,0,0,0
C,2,6,D1,0,0,0,0
C,2,6,D2,0,0,0,0
C,2,6,D3,72,0,0,1
C,2,6,D4,27,0,0,1
C,2,6,D5,3,0,0,1
C,2,6,D6,65,2,0,1
C,2,6,D7,0,0,0,0
C,2,6,D8,0,0,0,0
C,2,6,D9,51,0,0,1
C,2,6,D10,15,0,0,1
A,2,6,E1,20,0,0,1
A,2,6,E2,0,0,0,0
A,2,6,E3,54,0,0,1
A,2,6,E4,0,0,0,0
A,2,6,E5,38,0,0,1
A,2,6,E6,1,0,0,1
A,2,6,E7,6,0,0,1
A,2,6,E8,40,1,0,1
A,2,6,E9,9,0,0,1
A,2,6,E10,42,0,0,1
B,4,6,F1,9,0,0,1
B,4,6,F2,30,0,0,1
B,4,6,F3,26,0,0,1
B,4,6,F4,231,0,0,1
B,4,6,F5,0,0,0,0
B,4,6,F6,33,0,0,1
B,4,6,F7,0,0,0,0
B,4,6,F8,394,0,98,1
B,4,6,F9,342,0,1,1
B,4,6,F10,2,2,0,1
E,1,6,G1,6,0,0,1
E,1,6,G2,11,0,0,1
E,1,6,G3,20,0,0,1
E,1,6,G4,0,0,0,0
E,1,6,G5,72,0,0,1
E,1,6,G6,58,0,0,1
E,1,6,G7,78,0,0,1
E,1,6,G8,0,0,0,0
E,1,6,G9,0,0,0,0
E,1,6,G10,46,0,0,1
E,5,6,H1,0,0,0,0
E,5,6,H2,0,0,0,0
E,5,6,H3,0,0,0,0
E,5,6,H4,42,0,0,1
E,5,6,H5,3,0,0,1
E,5,6,H6,196,0,0,1
E,5,6,H7,0,0,0,0
E,5,6,H8,0,0,0,0
E,5,6,H9,225,0,0,1
E,5,6,H10,12,0,0,1
E,2,6,A12,0,0,0,0
E,2,6,B12,418,0,0,1
E,2,6,C12,66,0,0,1
E,2,6,D12,10,0,0,1
E,2,6,E12,117,0,0,1
E,2,6,F12,0,0,0,0
E,2,6,G12,0,0,0,0
E,2,6,H12,86,0,5,1
E,2,6,A11,99,0,0,1
E,2,6,B11,49,0,0,1
D,1,7,A1,25,0,0,1
D,1,7,A2,170,0,0,1
D,1,7,A3,326,0,29,1
D,1,7,A4,16,0,0,1
D,1,7,A5,3,0,0,1
D,1,7,A6,26,0,0,1
D,1,7,A7,69,0,0,1
D,1,7,A8,370,0,0,1
D,1,7,A9,97,0,0,1
D,1,7,A10,334,0,2,1
C,1,7,B1,114,0,7,1
C,1,7,B2,146,0,0,1
C,1,7,B3,274,0,1,1
C,1,7,B4,382,0,13,1
C,1,7,B5,269,0,4,1
C,1,7,B6,0,0,0,0
C,1,7,B7,173,0,0,1
C,1,7,B8,0,0,0,0
C,1,7,B9,24,0,0,1
C,1,7,B10,67,0,0,1
A,2,7,C1,0,0,0,0
A,2,7,C2,0,0,0,0
A,2,7,C3,41,0,0,1
A,2,7,C4,0,0,0,0
A,2,7,C5,55,0,0,1
A,2,7,C6,6,0,0,1
A,2,7,C7,0,0,0,0
A,2,7,C8,4,0,0,1
A,2,7,C9,0,0,0,0
A,2,7,C10,0,0,0,0
A,3,7,D1,7,0,0,1
A,3,7,D2,0,0,0,0
A,3,7,D3,9,0,0,1
A,3,7,D4,0,0,0,0
A,3,7,D5,41,0,0,1
A,3,7,D6,3,0,0,1
A,3,7,D7,89,0,0,1
A,3,7,D8,65,0,0,1
A,3,7,D9,17,0,0,1
A,3,7,D10,0,0,0,0
D,3,7,E1,14,0,0,1
D,3,7,E2,80,0,0,1
D,3,7,E3,0,0,0,0
D,3,7,E4,16,0,0,1
D,3,7,E5,18,0,0,1
D,3,7,E6,29,0,0,1
D,3,7,E7,58,0,0,1
D,3,7,E8,169,0,0,1
D,3,7,E9,46,0,0,1
D,3,7,E10,24,0,0,1
E,2,7,F1,57,0,0,1
E,2,7,F2,215,0,0,1
E,2,7,F3,242,0,0,1
E,2,7,F4,0,0,0,0
E,2,7,F5,0,0,0,0
E,2,7,F6,45,0,0,1
E,2,7,F7,1,0,0,1
E,2,7,F8,94,0,0,1
E,2,7,F9,318,0,23,1
E,2,7,F10,0,0,0,0
C,3,7,G1,116,0,0,1
C,3,7,G2,31,0,0,1
C,3,7,G3,7,0,0,1
C,3,7,G4,7,0,0,1
C,3,7,G5,182,0,0,1
C,3,7,G6,35,0,1,1
C,3,7,G7,28,0,0,1
C,3,7,G8,97,0,0,1
C,3,7,G9,12,0,0,1
C,3,7,G10,6,0,0,1
D,5,7,H1,17,0,0,1
D,5,7,H2,45,0,0,1
D,5,7,H3,199,0,0,1
D,5,7,H4,114,0,0,1
D,5,7,H5,4,0,0,1
D,5,7,H6,2,0,0,1
D,5,7,H7,0,0,0,0
D,5,7,H8,66,0,0,1
D,5,7,H9,0,0,0,0
D,5,7,H10,151,0,0,1
B,3,7,A1,89,1,0,1
B,3,7,A2,2,0,0,1
B,3,7,A3,0,0,0,0
B,3,7,A4,162,0,0,1
B,3,7,A5,6,0,0,1
B,3,7,A6,0,0,0,0
B,3,7,A7,pupated,pupated,pupated,pupated
B,3,7,A8,85,0,0,1
B,3,7,A9,14,0,0,1
B,3,7,A10,8,0,0,1
E,1,7,B1,137,0,0,1
E,1,7,B2,151,0,0,1
E,1,7,B3,pupated,pupated,pupated,pupated
E,1,7,B4,0,0,0,0
E,1,7,B5,pupated,pupated,pupated,pupated
E,1,7,B6,0,0,0,0
E,1,7,B7,0,0,0,0
E,1,7,B8,46,0,0,1
E,1,7,B9,42,0,0,1
E,1,7,B10,1,0,0,1
E,4,7,C1,149,0,0,1
E,4,7,C2,69,0,0,1
E,4,7,C3,133,0,0,1
E,4,7,C4,30,0,0,1
E,4,7,C5,103,0,4,1
E,4,7,C6,41,0,1,1
E,4,7,C7,0,0,0,0
E,4,7,C8,164,0,0,1
E,4,7,C9,4,0,0,1
E,4,7,C10,217,0,0,1
E,5,7,D1,1,0,0,1
