treatment,replicate_no,dissection_no,id,trophont,gamont,gut_gametocyst,par_presence
E,5,7,D2,86,0,0,1
E,5,7,D3,0,0,0,0
E,5,7,D4,0,0,0,0
E,5,7,D5,0,0,0,0
E,5,7,D6,194,0,0,1
E,5,7,D7,172,0,5,1
E,5,7,D8,5,0,0,1
E,5,7,D9,0,0,0,0
E,5,7,D10,12,0,0,1
C,4,7,E1,1,0,0,1
C,4,7,E2,412,0,1,1
C,4,7,E3,2,0,0,1
C,4,7,E4,37,0,0,1
C,4,7,E5,49,0,0,1
C,4,7,E6,20,0,0,1
C,4,7,E7,4,0,0,1
C,4,7,E8,63,0,0,1
C,4,7,E9,0,0,0,0
C,4,7,E10,56,0,0,1
C,2,7,F1,67,0,0,1
C,2,7,F2,46,0,0,1
C,2,7,F3,72,0,0,1
C,2,7,F4,12,0,0,1
C,2,7,F5,9,0,0,1
C,2,7,F6,58,0,0,1
C,2,7,F7,12,0,0,1
C,2,7,F8,98,0,15,1
C,2,7,F9,99,0,0,1
C,2,7,F10,245,0,0,1
D,2,7,G1,65,0,0,1
D,2,7,G2,43,0,0,1
D,2,7,G3,0,0,0,0
D,2,7,G4,23,0,0,1
D,2,7,G5,25,0,0,1
D,2,7,G6,48,0,0,1
D,2,7,G7,60,0,0,1
D,2,7,G8,0,0,0,0
D,2,7,G9,90,0,0,1
D,2,7,G10,0,0,0,0
A,4,7,H1,12,0,0,1
A,4,7,H2,200,0,0,1
A,4,7,H3,159,0,0,1
A,4,7,H4,pupated,pupated,pupated,pupated
A,4,7,H5,7,0,0,1
A,4,7,H6,0,0,0,0
A,4,7,H7,79,0,0,1
A,4,7,H8,0,0,0,0
A,4,7,H9,229,0,13,1
A,4,7,H10,154,0,0,1
B,5,7,A1,70,0,0,1
B,5,7,A2,4,0,0,1
B,5,7,A3,25,0,0,1
B,5,7,A4,45,0,0,1
B,5,7,A5,0,0,0,0
B,5,7,A6,19,0,0,1
B,5,7,A7,136,0,0,1
B,5,7,A8,221,0,6,1
B,5,7,A9,5,0,0,1
B,5,7,A10,100,0,0,1
A,5,7,B1,11,0,0,1
A,5,7,B2,0,0,0,0
A,5,7,B3,32,0,0,1
A,5,7,B4,36,0,2,1
A,5,7,B5,57,0,0,1
A,5,7,B6,78,0,0,1
A,5,7,B7,50,0,0,1
A,5,7,B8,28,0,0,1
A,5,7,B9,13,0,0,1
A,5,7,B10,0,0,0,0
A,1,7,C1,0,0,0,0
A,1,7,C2,0,0,0,0
A,1,7,C3,59,0,0,1
A,1,7,C4,18,0,0,1
A,1,7,C5,0,0,0,0
A,1,7,C6,125,0,0,1
A,1,7,C7,50,0,0,1
A,1,7,C8,11,0,0,1
A,1,7,C9,0,0,0,0
A,1,7,C10,5,0,0,1
C,5,7,D1,0,0,0,0
C,5,7,D2,438,0,0,1
C,5,7,D3,328,0,0,1
C,5,7,D4,20,0,0,1
C,5,7,D5,2,0,0,1
C,5,7,D6,0,0,0,0
C,5,7,D7,47,0,0,1
C,5,7,D8,11,0,4,1
C,5,7,D9,0,1,0,1
C,5,7,D10,64,0,11,1
E,3,7,E1,8,0,0,1
E,3,7,E2,9,0,0,1
E,3,7,E3,0,0,0,0
E,3,7,E4,21,0,0,1
E,3,7,E5,144,0,3,1
E,3,7,E6,13,0,0,1
E,3,7,E7,0,0,0,0
E,3,7,E8,26,0,0,1
E,3,7,E9,157,0,4,1
E,3,7,E10,46,0,0,1
B,1,7,F1,62,0,0,1
B,1,7,F2,38,0,0,1
B,1,7,F3,30,0,0,1
B,1,7,F4,0,0,0,0
B,1,7,F5,2,0,0,1
B,1,7,F6,60,0,0,1
B,1,7,F7,58,0,0,1
B,1,7,F8,18,0,0,1
B,1,7,F9,19,0,0,1
B,1,7,F10,4,0,0,1
D,4,7,G1,195,0,0,1
D,4,7,G2,6,0,0,1
D,4,7,G3,0,0,0,0
D,4,7,G4,40,0,0,1
D,4,7,G5,123,0,0,1
D,4,7,G6,225,0,0,1
D,4,7,G7,0,0,0,0
D,4,7,G8,37,0,0,1
D,4,7,G9,1,0,0,1
D,4,7,G10,427,0,0,1
B,2,7,H1,16,0,0,1
B,2,7,H2,pupated,pupated,pupated,pupated
B,2,7,H3,89,0,0,1
B,2,7,H4,165,0,7,1
B,2,7,H5,0,0,0,0
B,2,7,H6,168,0,0,1
B,2,7,H7,26,0,0,1
B,2,7,H8,19,0,0,1
B,2,7,H9,122,0,0,1
B,2,7,H10,68,0,0,1
B,4,7,A12,51,0,0,1
B,4,7,B12,9,0,0,1
B,4,7,C12,41,0,0,1
B,4,7,D12,4,0,0,1
B,4,7,E12,23,0,0,1
B,4,7,F12,1,0,0,1
B,4,7,G12,26,0,0,1
B,4,7,H12,29,0,0,1
B,4,7,A11,4,0,0,1
B,4,7,B11,32,0,0,1
C,1,8,A1,79,0,0,1
C,1,8,A2,70,0,0,1
C,1,8,A3,1,0,0,1
C,1,8,A4,21,0,0,1
C,1,8,A5,0,0,0,0
C,1,8,A6,2,0,0,1
C,1,8,A7,0,0,0,0
C,1,8,A8,1,0,0,1
C,1,8,A9,89,0,0,1
C,1,8,A10,83,0,0,1
D,2,8,B1,102,0,0,1
D,2,8,B2,73,0,0,1
D,2,8,B3,2,0,0,1
D,2,8,B4,138,0,1,1
D,2,8,B5,84,0,0,1
D,2,8,B6,398,0,52,1
D,2,8,B7,228,0,3,1
D,2,8,B8,13,0,0,1
D,2,8,B9,0,0,0,0
D,2,8,B10,12,0,0,1
B,3,8,C1,128,0,0,1
B,3,8,C2,56,0,1,1
B,3,8,C3,14,0,0,1
B,3,8,C4,42,0,0,1
B,3,8,C5,16,0,0,1
B,3,8,C6,15,0,0,1
B,3,8,C7,160,0,0,1
B,3,8,C8,120,0,0,1
B,3,8,C9,63,0,0,1
B,3,8,C10,0,0,16,1
B,4,8,D1,26,0,0,1
B,4,8,D2,0,0,0,0
B,4,8,D3,10,0,0,1
B,4,8,D4,46,0,0,1
B,4,8,D5,84,0,0,1
B,4,8,D6,38,0,5,1
B,4,8,D7,46,0,0,1
B,4,8,D8,0,0,0,0
B,4,8,D9,39,0,0,1
B,4,8,D10,25,0,0,1
D,3,8,E1,4,0,0,1
D,3,8,E2,136,0,0,1
D,3,8,E3,81,0,0,1
D,3,8,E4,5,0,0,1
D,3,8,E5,0,0,0,0
D,3,8,E6,374,0,1,1
D,3,8,E7,65,0,0,1
D,3,8,E8,69,0,0,1
D,3,8,E9,207,0,0,1
D,3,8,E10,434,0,3,1
A,4,8,F1,48,0,0,1
A,4,8,F2,67,0,2,1
A,4,8,F3,50,0,0,1
A,4,8,F4,26,0,0,1
A,4,8,F5,85,0,0,1
A,4,8,F6,12,0,0,1
A,4,8,F7,9,0,0,1
A,4,8,F8,10,0,0,1
A,4,8,F9,50,0,0,1
A,4,8,F10,80,0,0,1
A,5,8,G1,7,1,0,1
A,5,8,G2,60,0,9,1
A,5,8,G3,39,0,0,1
A,5,8,G4,10,0,0,1
A,5,8,G5,0,0,0,0
A,5,8,G6,60,0,0,1
A,5,8,G7,62,0,0,1
A,5,8,G8,11,0,0,1
A,5,8,G9,55,0,0,1
A,5,8,G10,46,0,0,1
E,5,8,H1,61,0,0,1
E,5,8,H2,81,0,0,1
E,5,8,H3,29,0,0,1
E,5,8,H4,52,0,0,1
E,5,8,H5,238,0,0,1
E,5,8,H6,51,0,0,1
E,5,8,H7,74,0,0,1
E,5,8,H8,200,0,0,1
E,5,8,H9,0,0,0,0
E,5,8,H10,0,0,0,0
A,2,8,A1,111,0,0,1
A,2,8,A2,25,0,0,1
A,2,8,A3,130,0,0,1
A,2,8,A4,4,0,0,1
A,2,8,A5,0,0,0,0
A,2,8,A6,4,0,0,1
A,2,8,A7,33,0,0,1
A,2,8,A8,112,0,0,1
A,2,8,A9,119,0,0,1
A,2,8,A10,35,0,0,1
D,4,8,B1,15,0,0,1
D,4,8,B2,76,0,0,1
D,4,8,B3,53,0,0,1
D,4,8,B4,20,0,0,1
D,4,8,B5,0,0,0,0
D,4,8,B6,23,0,0,1
D,4,8,B7,10,0,0,1
D,4,8,B8,117,0,0,1
D,4,8,B9,84,0,0,1
D,4,8,B10,54,0,0,1
B,5,8,C1,443,0,33,1
B,5,8,C2,51,0,0,1
B,5,8,C3,0,0,0,0
B,5,8,C4,48,0,0,1
B,5,8,C5,6,0,0,1
B,5,8,C6,70,0,0,1
B,5,8,C7,4,0,0,1
B,5,8,C8,0,0,0,0
B,5,8,C9,0,0,0,0
B,5,8,C10,22,0,0,1
D,5,8,D1,1,0,0,1
D,5,8,D2,242,0,0,1
D,5,8,D3,0,0,0,0
D,5,8,D4,408,0,0,1
D,5,8,D5,47,0,0,1
D,5,8,D6,89,0,1,1
D,5,8,D7,0,0,0,0
D,5,8,D8,140,0,0,1
D,5,8,D9,26,0,0,1
D,5,8,D10,0,0,0,0
C,4,8,E1,160,0,2,1
C,4,8,E2,225,0,3,1
C,4,8,E3,206,0,1,1
C,4,8,E4,160,0,3,1
C,4,8,E5,83,0,0,1
C,4,8,E6,87,0,0,1
C,4,8,E7,242,0,8,1
C,4,8,E8,pupated,pupated,pupated,pupated
C,4,8,E9,pupated,pupated,pupated,pupated
C,4,8,E10,64,0,0,1
C,3,8,F1,102,0,0,1
C,3,8,F2,72,0,0,1
C,3,8,F3,0,0,0,0
C,3,8,F4,40,0,0,1
C,3,8,F5,0,0,0,0
C,3,8,F6,17,0,0,1
C,3,8,F7,5,0,0,1
C,3,8,F8,40,0,0,1
C,3,8,F9,0,0,0,0
C,3,8,F10,0,0,0,0
B,2,8,G1,2,0,0,1
B,2,8,G2,26,0,0,1
B,2,8,G3,119,0,0,1
B,2,8,G4,0,0,0,0
B,2,8,G5,0,0,0,0
B,2,8,G6,0,0,0,0
B,2,8,G7,dead,dead,dead,dead
B,2,8,G8,1,0,0,1
B,2,8,G9,101,0,0,1
B,2,8,G10,0,0,0,0
C,2,8,H1,13,0,0,1
C,2,8,H2,0,0,0,0
C,2,8,H3,4,0,0,1
C,2,8,H4,30,0,0,1
C,2,8,H5,0,0,0,0
C,2,8,H6,87,0,0,1
C,2,8,H7,210,0,26,1
C,2,8,H8,0,0,0,0
C,2,8,H9,34,0,1,1
C,2,8,H10,17,0,0,1
E,4,8,A1,5,0,0,1
E,4,8,A2,286,0,1,1
E,4,8,A3,81,0,8,1
E,4,8,A4,20,0,0,1
E,4,8,A5,31,0,0,1
E,4,8,A6,234,0,10,1
E,4,8,A7,142,0,2,1
E,4,8,A8,0,0,0,0
E,4,8,A9,pupated,pupated,pupated,pupated
E,4,8,A10,pupated,pupated,pupated,pupated
E,2,8,B1,2,0,0,1
E,2,8,B2,58,0,0,1
E,2,8,B3,75,0,0,1
E,2,8,B4,0,0,0,0
E,2,8,B5,156,0,0,1
E,2,8,B6,0,0,0,0
E,2,8,B7,2,0,0,1
E,2,8,B8,48,0,0,1
E,2,8,B9,77,0,0,1
E,2,8,B10,60,0,0,1
E,3,8,C1,141,0,0,1
E,3,8,C2,3,0,0,1
E,3,8,C3,0,0,0,0
E,3,8,C4,113,0,2,1
E,3,8,C5,52,0,1,1
E,3,8,C6,95,0,4,1
E,3,8,C7,pupated,pupated,pupated,pupated
E,3,8,C8,89,0,3,1
E,3,8,C9,0,0,0,0
E,3,8,C10,74,0,2,1
A,3,8,D1,56,0,0,1
A,3,8,D2,46,0,1,1
A,3,8,D3,51,0,0,1
A,3,8,D4,0,0,0,0
A,3,8,D5,67,0,0,1
A,3,8,D6,96,0,0,1
A,3,8,D7,19,0,0,1
A,3,8,D8,58,0,3,1
A,3,8,D9,63,0,0,1
A,3,8,D10,4,0,0,1
B,1,8,E1,27,0,0,1
B,1,8,E2,8,0,0,1
B,1,8,E3,31,0,0,1
B,1,8,E4,59,0,0,1
B,1,8,E5,82,0,0,1
B,1,8,E6,1,0,0,1
B,1,8,E7,33,0,0,1
B,1,8,E8,1,0,0,1
B,1,8,E9,297,0,4,1
B,1,8,E10,0,0,0,0
E,1,8,F1,323,0,8,1
E,1,8,F2,65,0,0,1
E,1,8,F3,bad_dissection,bad_dissection,bad_dissection,bad_dissection
E,1,8,F4,288,0,0,1
E,1,8,F5,0,0,0,0
E,1,8,F6,pupated,pupated,pupated,pupated
E,1,8,F7,0,0,0,0
E,1,8,F8,133,0,0,1
E,1,8,F9,103,0,0,1
E,1,8,F10,57,0,0,1
A,1,8,G1,28,0,0,1
A,1,8,G2,56,0,0,1
A,1,8,G3,12,0,0,1
A,1,8,G4,0,0,0,0
A,1,8,G5,22,0,0,1
A,1,8,G6,30,0,0,1
A,1,8,G7,8,0,0,1
A,1,8,G8,80,0,0,1
A,1,8,G9,0,0,0,0
A,1,8,G10,0,0,0,0
C,5,8,H1,58,0,0,1
C,5,8,H2,0,0,0,0
C,5,8,H3,109,0,0,1
C,5,8,H4,139,0,5,1
C,5,8,H5,38,0,0,1
C,5,8,H6,36,0,0,1
C,5,8,H7,140,0,0,1
C,5,8,H8,pupated,pupated,pupated,pupated
C,5,8,H9,0,0,0,0
C,5,8,H10,pupated,pupated,pupated,pupated
D,1,8,A12,77,0,0,1
D,1,8,B12,0,0,0,0
D,1,8,C12,119,0,0,1
D,1,8,D12,16,0,1,1
D,1,8,E12,2,0,0,1
D,1,8,F12,4,0,0,1
D,1,8,G12,5,0,0,1
D,1,8,H12,117,0,0,1
D,1,8,A11,0,0,0,0
D,1,8,B11,2,0,0,1
